,tweets_VERB
2308,Matei um mosquito e as patas dele ficaram na minha mão. Eram pretas com uns pontinhos brancos. Fiquei cabreiro vai q pego zika
2309,"Saiba por que o Aedes aegypti é tão eficaz para transmitir doenças: Mosquito é vetor de zika, dengue, febre am... https://t.co/pgv0FUOKyp"
2310,Acho que esses zika e chicongonha da vida são invenções do governo pro povo tomar vergonha na cara e finalmente eliminar focos do mosquito.
2311,"Mantenha sua família protegida contra o AEDS AEGYPTI, mosquito causador da Dengue, Chikungunya e Zika Vírus.... https://t.co/OUKl2y5NWH"
2312,"Saiba por que o Aedes aegypti é tão eficaz para transmitir doenças: Mosquito é vetor de zika, dengue, febre am... https://t.co/A4kA1OtYXl"
2313,Cai a verba federal de combate ao mosquito da dengue e zika https://t.co/FTJX2WEUa1 https://t.co/d7RSwEPDFQ
2314,"tem um mosquito serelepe e faceiro sobrevoando aqui na redação, mas já gritei pra ele SAI ZICA"
2315,falam em zika vírus eu já imagino um mosquito da periferia todo paquitao de cabelo colorido óculos laranja aparelho falso pratas Nike sh
2316,"Veja como denunciar criadouros do mosquito Aedes aegypti em Fortaleza: Aedes aegypti transmite dengue, o zika ... https://t.co/cmZ4ktmZLW"
2317,Gostei de um vídeo @YouTube https://t.co/89ahHQVYSe Pingos nos Is: Dilma comete gafe e inventa 'mosquito Zika'
2318,Cai a verba federal de combate ao mosquito da dengue e zika. https://t.co/7aylqD0Vr0
2319,"Combatendo o mosquito zika, transmissor do vírus e suas modalidades do ovos egípci  (?) https://t.co/q1K9KDrkl1"
2320,"Tem um mosquito me rondando, se pá é Aedes. Tô com tanta preguiça que prefiro pegar dengue/zica/chikungunya do que levantar daqui."
2321,Cai a verba  federal de combate ao mosquito da dengue e zika https://t.co/7aylqD0Vr0
2322,Gostei de um vídeo @YouTube https://t.co/5z8nAMgbtt Pingos nos Is: Dilma comete gafe e inventa 'mosquito Zika'
2323,esperando o mosquito transmissor do zika chegar https://t.co/Vk5kTt1b4u
2324,Mantendo o espírito olímpico gritando ZIKA toda vez q vai matar um mosquito: eu
2325,"Dormi na mansão, os mosquitos destruíram meu rosto, espero que nenhum tenha me passado zika ou dengue."
2326,"Colabore na eliminação diária de 'berços' de mosquitos Agentes contra a #Dengue, #Chikungunya e #Zika Vírus estão no Guanabara.Neb:Arco Íris"
2327,quer roubar alguma coisa deixa os meme e leva esse mosquito da zica dos inferno
2328,"Espero q esse frio  diminua a zika, dengue, chicungunha e aumente a nossa putaria. Aprendi no primário q mosquito nao gosta de frio."
2329,Veja: Um guia para se proteger do zika:       https://t.co/FaII1YWttW Via @querubim_d4
2330,consegui sair da cachu com apenas 2 picadas de mosquito e espero que nenhuma delas estejam contamidas por zika
2331,"Tem um mosquito aqui. Vou já matá-lo, vai que é o zika!!"
2332,Daqui a pouco pego esse Zika vírus de tanto mosquito que tem aqui
2333,ACESSE O BIZU DA ADM Zika vírus: nova ameaça para saúde humana: Transmitido por mosquitos… https://t.co/BOIPNwXcp1 https://t.co/PIbj68twqJ
2334,"Deu a Zika no povo: Agora todo mundo lembrou que o mosquito existe! Com a dengue a gente já estava acostumado! Eita, acomodação que mata!"
2335,"Acham água em Marte mas serão vencidos por um mosquito. Mas que Zika, hein? https://t.co/6n6q3sK7Wo"
2336,Pensem comigo: o mosquito da Dengue/Chikungunha/Zica voa baixo e geralmente ataca as regiões baixas do corpo... https://t.co/5CwC87f7tn
2337,-acho q o zika virus me pico -q isso -mosquito q usa corrente d ouro oculos espelhado nike shocks n sabia? -imaginava q era isso -MAS NAO EH
2338,"Sofremos isso todos os dias, a cada dia os buracos crescem, procriam mais que o mosquito da Zica. https://t.co/NMWM797Cb6"
2339,"Desisto se ficar na sala, muito mosquito em tempo de pega uma zika !!!"
2340,"tem um mosquito aqui, acho que ele quer me passar zica .."
2341,"Evite o mosquito Aedes Aegypti, transmissor das doenças Dengue, Zica e Chikungunya. Não deixe água limpa parada... https://t.co/bw4DBLQ8uG"
2342,eh tanta picada de mosquito q nem sei como ainda n peguei zika
2343,achei 2 picadas de mosquito aqui ja penso logo q é zika
2344,"Coitado do mosquito que quiser passar dengue, zika, chikungunya ou seja lá oq for pra mim e pra o @bequietviana hj! Picou, morreu! 🍺"
2345,"Achamos um mosquito daqueles aedes que passa o zika viruz denge e pa, na minha sala meu minha colega matou um"
2346,Gostei de um vídeo @YouTube de @wevertonduarte https://t.co/pWyhqOWN2w Como combater o mosquito da Zica.
2347,Capturei um mosquito com zika
2348,Amei essa interferência sobre o mosquito da Zika. @msuconic chegou causando. #AdotadaMTV
2349,Vi uma notícia que o zika vírus é transmitido pelo beijo. Mas que é o louco que vai beijar um mosquito? KKKKKKKKKK
2350,vi um mosquito listrado me mordendo já estou com zika psicológica
2351,"Rolando briga aki, os mosquitos Aedes da dengue conta os da zica p ver quem me pica primeiro."
2352,chama familia e amigos vamos combater o mosquito zika zero aparece esse menino no comercial dou mute https://t.co/fZdGs43MKk
2353,"Sonhei que eu era picada por um mosquito,,,,, xô zika eu hein !!!!"
2354,crlhh q mosquito desgraçadooooo se eu ficar cm zika vou entrar em guerra contra essas porra vou até servir agr #ExercitoContraZika !!
2355,"Quer afastar o vírus da dengue, zika e chicungunya? Faça a sua parte! O mosquito precisa da água parada para... https://t.co/U074BgQ8Bf"
2356,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/97OBlNydJv #Zika: Água parada pra combater mosquito??? (#Pirula 125)
2357,"Dando continuidade às ações de combate ao Aedes Aegypti – o mosquito transmissor da dengue, chikungunya e zika... https://t.co/kHsXVtEeRL"
2358,"tomei 18 picadas de  mosquito em maricá, se nenhuma for zika eu aceito q é um milagre"
2359,eh aquela doença do mosquito la da zika kakakaka eh pq a pronúncia parece com esse nome ai #askbelieber  https://t.co/tUxwd1tAc7
2360,"Ta com muito mosquito, to morrendo de medo de pegar zika, dengue, chinkungunya, e essas doenças todas"
2361,Gostei de um vídeo @YouTube de @tirandodegiro https://t.co/5sqjnR16Ab Como Min Proteger da ZikaVirus
2362,"tem vários mosquitos aqui me picando, tomara que não seja zika"
2363,Caralho qualquer mosquito q aparece aq eu to matando vai q é zika zulivre
2364,Acho incrível essas propagandas de campanha contra zika. 'Um mosquito não é mais forte que um país inteiro.' como se fosse 1 mosquito
2365,Gostei de um vídeo @YouTube de @audienciazero https://t.co/7p4CvgN37V Microcefalia e Zika Virus TEM RELAÇÃO? - A Farsa ! (Mosquito
2366,Contratar alguém pra coçar minhas costas pois zica coça matem o mosquito amem
2367,Tinha até esquecido da zika no meio do caos politico  Estudantes criam repelente contra mosquito da Dengue e Zika  https://t.co/b4X6ATkIrA
2368,Passa o dia na manifestação mas não mexe um dedo para limpar o próprio bairro contra os focos do mosquito trasmissor da zika 👌
2369,"Leia agora na Revista Barra Magazine  Saúde: Comunidade de Ibotirama contra o mosquito Aedes aegypti, Zika e... https://t.co/7B8Gp4lknH"
2370,Olha a barriguinha VERMELHA do mosquito da Zika...essa porra é do PT!!! #mortadeladay https://t.co/X37HLHcz1x
2371,Disseram que o Zika Vírus pode ser transmitido pelo beijo... mas quem é o louco que vai beijar um mosquito? Rafael @rafaelguerra76
2372,"Evite o mosquito Aedes Aegypti, transmissor das doenças Dengue, Zica e Chikungunya. Não deixe água limpa parada... https://t.co/dCwNWLMWwr"
2373,"Cuidado com a zika, time // Mais experiente, Mosquito retorna ao Furacão https://t.co/3wWufj1wau"
2374,Matei um mosquito da zika agr
2375,Gostei de um vídeo @YouTube https://t.co/bYSQWJVy4d Pingos nos Is: Dilma comete gafe e inventa 'mosquito Zika'
2376,Hj fui atacada por mosquitos na escola e espero muito que não seja o zica
2377,"Dizem que o Zika também é transmitido através do beijo, mas quem é o doido que vai beijar o mosquito. 󾰬󾰬󾰬󾌴󾌴󾌴"
2378,"Matei um mosquito da dengue, n vou pegar zika dnv n"
2379,"@smiugol me salvando sempre dos mosquitos chatos, zika dengue e o caralho a 4"
2380,"Gostei de um vídeo @YouTube https://t.co/nW9Jt5fNjt do mosquito da zica, dengue e chicungunha"
2381,Gostei de um vídeo @YouTube de @ninnjanoob https://t.co/BdhkhXs5NC Plague Inc: Evolved ☯ DENGUE!!! FUI DERROTADO!?! (MOSQUITO ZIKA
2382,"Tem um mosquito listrado no meu quarto, to com medo de pegar zika"
2383,Caralho um mosquito que parece o mosquito da zika acabou de me picar to nervoso
2384,"Tem gente que é tão ruim, mas tão ruim que se pegar zika vírus eu pergunto se o mosquito tá bem"
2385,Elimine o mosquito da dengue e zika com este inseticida caseiro de fermento e açúcar mascavo https://t.co/Y8axEy7AVp
2386,Queria avisar pro mosquito que me picou e me transmitiu zika que eu tô melhorando seu desgraçado e eu vou matar toda sua família
2387,"Tá tanto calor que até o mosquito da dengue, mestrado em Chico Cunha e doutorado em zika tá com preguiça de sugar nosso sangue"
2388,Tem tanto mosquito no meu quarto que hoje pego no mínimo dengue e zica.
2389,"Disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu '-'"
2390,"Kero pegar esse tal de Rica Vírus, mas nem a porra do mosquito da zica me pica imagine o do Rica!"
2391,"Acho que não tem uma casa que tenha mais mosquitos que a minha, não sei como não peguei zika nem nada ainda"
2392,Olha que loco! Mais eficiente que mosquito da Zika. https://t.co/CkGZZ4DoJ6
2393,to com tantas picadas de mosquito pelo corpo que se eu não peguei zica ate hj eu não pego mais
2394,"Lembrem-se crianças: Sem pica, sem Zica! Me referindo ao mosquito, ok?!"
2395,Quer saber como combater o mosquito da dengue e da zika na sua obra? Veja o nosso material! https://t.co/Ppfa4Xzary https://t.co/KpZmfV88pM
2396,Combata o mosquito da zika e da dengue na sua obra! https://t.co/m9OJ6FPXv7
2397,"Acho que assim que eu nasci, aquele mosquito me picou...  É  muita Zica pra uma pessoa só."
2398,Espirrei repelente no mosquito pra ele não pegar zika 😊
2399,Acho q o mosquito da dengue/zika me picou Pq eu matei na hora e ele tem umas listra meio branca 😶😯
2400,Tem uns mosquito atacando o cara que acho que são mais evoluído que dá Zica pelo tamanho
2401,Tem tudo quanto e tipo de bixo e nao tem mosquito zika O QUE EU FIZ PRA VOCES
2402,"Tamos juntos para combater esses mosquitos da dengue, zica e chikumgunha😎󾮟 https://t.co/kYNyiAnb8Y"
2403,começou os mosquito zika me ataca
2404,"Disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu! #DiaDoBeijo"
2405,Levei tanta picada de mosquito nas costas que se peguei zika e chikunguya foi lucro
2406,Vivemos em um país onde a H1N1 mata...onde o mosquito da zika mata! Um país onde a corrupção mata através de políticos nocivos!
2407,Faça Um Repelente Caseiro Contra o Mosquito da Dengue e Zica Viros.!: https://t.co/uFWArqkhQ2 via @YouTube
2408,"Acabe com as larvas do mosquito que transmite a DENGUE, ZIKA VÍRUS e CHIKUNGUNYA! https://t.co/YJk6MiHRJH"
2409,pensando em espalhar umas lagartixas aqui dentro de casa pra me proteger de zika vírus.
2410,@g1 mas so no brasil ne? Em nenhum outro lugar do mundo zika causa microcefalia. Estamos de olho nos mosquitos transgenicos
2411,"Gostei de um vídeo @YouTube de @cartoonshow https://t.co/DSmBsq4Evk Aranha Popô contra a Dengue, o vírus Zika e mosquito aedes"
2412,Torcendo muito pra num ter pego um zika vírus agorinha pq fui picada por um enxame de mosquito no ponto de ônibus. Não é brinks.
2413,Tenho medo de mosquito de dengue de zica e sla mais oq pega o Kevin mn
2414,@mastacalado epa oh Bruna nem me digas nada meu ja nao posso com a porra do mosquito do zika
2415,"matei um mosquito q parecia o zika, as vezes acho q carrego esse pais nas costas"
2416,"Dormi no sofá e tomei quatro picadas de mosquito agora ta abatendo maior medo de pegar zika,chicodocunha essas paradas"
2417,"Odeio zika, odeio mosquitos, odeio crush n correspondido. E vai se FUDER"
2418,Matei um mosquito e não era zika \o/
2419,Entrou um mosquito no olho dela aí ela falou ' quero ver se for zica' KMLKKKKKKKKKK TEM DEMÊNCIA CARA
2420,Vi um mosquito me picando Certamente era um zika
2421,Achei um mosquito do zika na minha sala 😳
2422,"Sai mosquito, meu aniversário ta chegando, n posso pegar zika"
2423,Kkkkkkkkkkk engraçado chama os outros de zika eu fico imaginado um mosquito
2424,eh muito mosquito de noite nessa casa cuidado com o ZIKA
2425,"Tem uns 200 mosquitos aqui na sala, se eu pegar zika vírus a culpa é dela kk"
2426,"Espero não ter pego dengue/Zica/chycungunha nessa cidade, pq HAJA MOSQUITO pra ficar me mordendo todinha"
2427,"Conscientize estudantes para combater o mosquito transmissor da dengue, zika e chikungunya! https://t.co/usY78Ub9tZ https://t.co/vHx4e1t0h0"
2428,tem um mosquito fazendo a festa em mim se eu ficar com zika eu vou fazer um escândalo vai rolar um processo
2429,"Peguei uma porá de dengue,ou chicugulha,ou é Zica,tour mal tem mais mosquito aqui do que gente."
2430,Tem umas mina ai que tao levando muita picada do mosquito pika virus... ops zika virus*
2431,Chega um mosquito perto de mim nesse hospital e eu já acho que vou pegar dengue zika e o outro do nome estranho
2432,impressionada com a quantidade de mosquito que tem em Araçás. Já vi que vou voltar com uma dengue ou zica sei la
2433,Quero ficar com mais zika q ja to não mosquito 👊 Mosquitada do caraí  👊👊
2434,fazer uma fumaça pra espantar o mosquito da zika
2435,Adicionei um vídeo a uma playlist @YouTube https://t.co/1EVFVKqLgH tres mosquitão é Zika Dominion Loucão - Lolzueira!
2436,"Mata inseto elétrico ClearPassage. Elimina o mosquito da dengue, zika, chikungunya, malária… https://t.co/vf7P7TkC0t"
2437,'Qual o mosquito perigoso?' 'Da dengue' 'e qual o nome dele?' 'Zika' ... Aí crianças ❤️
2438,"Dormi bem e acordei com gripe, já fui calculando quando foi que o mosquito me picou para descartar a ideia de zika, pouco paranóica..."
2439,"Vi um radialista/apresentador/candidato falando mosquito zika! Por favor, o mosquito é o Aedes e ele transmite o Zika virus!!"
2440,"Tem um pernilongo no meu quarto usando oculos espelhado, boné aba reta, cordão de ouro cantando baile de favela, deve ser o mosquito do zika"
2441,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/anrERTL0dM MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
2442,Travando uma batalha mortal contra um mosquito com zika vírus
2443,tinha um mosquito daqueles borboletinha no braço da minha prima e ela saiu gritando socorro o zica virus
2444,"Queremos saber a sua opinião. O que você faz para colaborar no combate ao mosquito transmissor da Dengue, Zika e... https://t.co/VE3Um3NurG"
2445,Cai a verba federal de combate ao mosquito da dengue e zika https://t.co/I3TtsgA3u1 https://t.co/LkFllgccte
2446,"Odeio mosquito, agora sou obrigada a ficar com zika 💔 tnc em.."
2447,Acordei e vi um mosquito ouvindo funk Acho q ele tinha zika vírus #SabadoClubeSDV
2448,"Proteja sua família do Aedes aegypti, mosquito que transmite a Dengue, Chikungunya e Zika vírus. Além de tomar os... https://t.co/Kl05Uk8sey"
2449,Cai a verba federal de combate ao mosquito da dengue e zika https://t.co/I3TtsgisCt https://t.co/cqDwymWIKj
2450,"Acho que o mosquito tá transmitindo, além de dengue, zika e Chikungunya uma outra grave doença que faz a pessoa gritar: Bolsomito!!!"
2451,Precisou de Zika Vírus e o mosquito Aedes Aegypt alcançar grávidas e recém nascidos para o povo se mobilizar. Que bom que ainda em tempo!
2452,ql a lógica do nme ser zika vírus dve q foi tipo o bb saiu bugado aí os cara foi e falo nossa esse mosquito é zika msm vai chama zika vírus
2453,"@biagargaro ela postou uma foto com roupa de apicultor falando que tava ˜˜˜pronta˜˜ pra se proteger do brasil contra o zika virus, ai +"
2454,tem tanto mosquito aq Q to cm medo de pegar zika dnv
2455,@fenomenouis Infelizmente https://t.co/wQrKwB7QaQ a casa dela também sofre com o mosquito e suas consequências. Não é 'privilégio' nosso.
