,tweets_pronouns
5467,"Um mosquito me sugou, espero que não seja o zika vírus 😂😂😂😂 @weareluxo 😎"
5468,"desisto desses mosquito, joga uma zika logo pra eu descansar"
5469,quando falam em mosquito zica eu penso em um mosquito loko das quebrada e os outros mosquito falando nossa tu é zica memo heim
5470,"eu acho que engoli um mosquito, será que pega zika assim também?"
5471,tem um mosquito querendo me chupar slc sai zika
5472,Todo mosquito que me pica eu tenho certeza que peguei zika
5473,"'zika vírus é transmitido por beijo' qm eh q vai querer beijar um mosquito? eu to desesperada, mas n eh tanto"
5474,"O 5° mosquito me pica, nada de Zika, porém meu pulso ta doendo, exatamente onde ele pico."
5475,"Agentes contra o mosquito da #Dengue, #Chikungunya e #Zika Vírus estão nos bairros:Jd.Brasília e Pq. Universitário. Nebulização: Ajapi."
5476,Alguém pode me atualizar onde foram as únicas 3 mortes pelo mosquito zika?
5477,"Mosquito da dengue/zika/chicungunha pousou no meu braço aqui na Estácio, não sei se picou #ToMeBorrando"
5478,"3100 Grávidas INFECTADAS, nenhum caso de MICROCEFALIA. Os nossos mosquitos são muito mais ZIKA! \o/ https://t.co/KjcnDKjstg"
5479,"não entra na minha cabeça a relação do mosquito Zika com os casos de microcefalia, não consigo entender"
5480,"#Expresso_Manchete  Nos países com casos de zika, as grávidas devem tomar cuidados extra para se proteger da... https://t.co/kSHwVWifn4"
5481,"@bemestar minha opinião o zika foi implantado pelos laboratórios que fizeram a mudança genética do mosquito,"
5482,Se eu morrer de Zika pode procurar ele também @carloseduardo12 #zika #dengue #mosquito https://t.co/NIFRs00PBf
5483,"o que não é nada legal, visto que eu fui picada pelo mosquito da zika esses dias"
5484,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/UcH9a92lOf Relação Zika e Mosquito Transgênico nos EUA
5485,Relação Zika e Mosquito Transgênico nos EUA https://t.co/UcH9a92lOf
5486,"@folha Poças e mosquitos sempre estiveram ali, a diferença é nossa incapacidade em lidar com o vírus Zica. Sorte os EUA entrarem na briga."
5487,dormindo de tenis pra me proteger do zika virus
5488,'Estrela da Espanha pede garantias contra contágio com zika nos Jogos'. Tipo o quê? Assinatura do mosquito falando que não vai picar ela?
5489,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/2cp8eExSba Relação Zika e Mosquito Transgênico nos EUA
5490,@vitmouram a zica meu deus sera algum alimento mosquito nao fala ne luis Arruda
5491,sério que o mosquito zika transmite doença pra cachorros quero me mudar de planeta
5492,"Alá galera, melhoraram o rolê do zika nos sites: https://t.co/kWPq4kY8dr  Agora é uma raquetinha e depois que cê mata o mosquito eles somem."
5493,Todo mosquito q me pica eu acho logo q vou pegar zika
5494,Numa boa eu acho que foco maior no momento é o combate ao mosquito transmissor da zika e da dengue.
5495,Que não era pelo zika virus eu já desconfiava mesmo... como pode um mosquito fazer tanto estrago em tão pouco... https://t.co/PKXeo0p10a
5496,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/h1GBwUEFKf Relação Zika e Mosquito Transgênico nos EUA
5497,"qualquer mosquito q vem perto de mim eu ja do uma bicuda com medo de ser o chico cunha ou o zika virus, vamo se prevenir kkkkkkk"
5498,aí minha prima levanta do sofá desesperada e diz 'eu acho que vi um mosquito da zika' ahahahahaha e saiu correndo 😂
5499,Eu odeio mosquito não aguento mais mosquitos não quero ficar com zika
5500,"@yanandrade_ ainda tao falando de mosquito, zika e blablabla kkkkkkkk troço chato e eu n mudo de canal, mais forte q eu"
5501,Sou tão zika q o mosquito morre quando ele me pica
5502,Eu tenho pena dos mosquitos zika que me picam
5503,"A teoria do meu pai sobre a morte por zika vírus é: a pessoa é picada pelo mosquito, passa um tempo ela vira um mosquito"
5504,Já to fazendo minha parte contra o Zika Vírus e todo mosquito que eu vejo eu dou um soco na cara
5505,Essa noite eu levei tanta picada de mosquito que se for pra pegar zika peguei já
5506,Parei de dar esmolas para mosquitos. Estou fazendo minha parte contra o Zica Vírus.
5507,"Zica vírus pode ser transmitida pela saliva, agora vê se eu vou beijar um mosquito."
5508,das mais diversas formas q eu tinha imaginado o mundo acabando eu juro que um mosquito transmitindo zika virus nunca foi sequer cogitado
5509,Vamos nos proteger da Zica!   #QuintaDetremura200kSDV https://t.co/ewuHSTdhQn
5510,Relação Zika e Mosquito Transgênico nos EUA https://t.co/njWeBT012m via @YouTube
5511,Duas pessoas na minha familia estao com zica. Já posso me desesperar por esses mosquitos estarem perto ou deixo pra daqui a pouco? 😦
5512,o tanto que sou picado por mosquitos me faz pensar que só não peguei Zica porque minha Dengue matou o vírus.
5513,"'Espanhola pede garantias contra contágio com zika nos Jogos'  Vou ali pedir o mosquito pra assinar um termo, guenta aí"
5514,"Jorginho - 'aí, a Dilma vai fazer uma campanha aqui no rio pra matar o mosquito da zica' Minha mãe - 'tinha que matar era ela'  HAHAHAHAH"
5515,se a beyonce pensar em cancelar por causa do zika virus eu mando o mosquito pra casa dela
5516,"A febre veio quente, hj eu tô fervendo(2x) Mosquito quer picar, não tô entendendo Mexeu com o zika vírus vai voltar com corpo doendo(vai). 🎶"
5517,Mais fácil eu pegar zika aqui em casa com esse tanto de mosquito do que ter pego no carnaval
5518,Eu to ficando maluca com essa coisa de zika nunca matei tanto mosquito na minha vida
5519,"Vamos nos defender do mosquito da dengue, que agora transmite chikungunya e zika virus."
5520,Queria dizer que eu matei um mosquito da dengue gigantesco. Espero que eu não morra de zika ou dengue hemorrágica ou qualquer coisa dessas
5521,"Vou no médico amanhã, tenho quase certeza que esse mosquito lazarento da zika me pico em morretes 😾"
5522,socorro tinha um mosquito da zica em mim
5523,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/kt0RGHe7JL Relação Zika e Mosquito Transgênico nos EUA
5524,"Basta Dilma pegar uma d suas frases s/ sentido e tacar nos mosquitos, acaba c/ a ZIKA! https://t.co/Tido8EZOg7"
5525,Meu padrasto falando que o mosquito do zika vírus usa boné de aba reta e colar no pescoço 😂😂😂
5526,Parece que eu beijei diretamente na boca do mosquito que transmite zika vírus
5527,um mosquito me picou é agora gente adeus peguei zika virus
5528,Eu sempre acho q minha mãe tá soltando estalinho qnd na verdade ela tá psica com a zika e matando os mosquitos tudo com a raquete elétrica.
5529,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/Tu9xTnE0M4 Relação Zika e Mosquito Transgênico nos EUA
5530,"Não entendo, porquê, no Brasil em relação a Zica temos que se prevenir contra os mosquitos e nos outros países não."
5531,O zika dá em árvore? Deixar acumular água para eliminar o mosquito Aedes? este post no Rock Me ON!!! https://t.co/T6EkY4OlbV
5532,"Quando eu me curar desse Zika Vírus, eu me vingar de todos os mosquitos"
5533,"Gente e se eu morrer de Zika?! Meu Deus que vergonha, vou mandar mentir que eu morri de outra coisa. Imagina... 'Quem matou? Um mosquito'"
5534,Minha mãe viu no rj q o mosquito da zica gosta de suor ela levantou p tomar banho na hora KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
5535,Eu não aguento mais o Brasil combatendo a zica alertando e agora vai mandar soldados nas casas pra combater os mosquitos PELO AMOR DE DEUS
5536,queria saber quem é que coloca esses nomes nos mosquitos tipo zica parece uma zoeira
5537,"Esse mosquito é muito zica, como assim, ele tem atração por chulé?  ai me poupe, você ta mais pra um bacurim."
5538,"''usar roupa preta pode atrair mosquito da dengue'' obrigada zika, agora vou ter que encerrar minha atividades de gótica suave"
5539,"Não posso ver um mosquito que me cago toda, imagina pega zika"
5540,"pelo que eu vi no jornal, o mosquito lá da zika prefere os góticos que usam preto"
5541,É muito mosquito me picando pra mim saber se é o Aedes Aegypti com o vírus Zika
5542,"Eu já tô é neurótica com esse zika vírus. Todo dia é uma história diferente, agora o mosquito é atraído pelo cheiro e cor da roupa 😵😛 #cabô"
5543,mamãe falando para eu parar de usar roupa preta senão vou atrair o mosquito da zika
5544,"o mosquito da zika é atraído por pessoas que vestem roupa preta, mas não é uma zika que vai me impedir de ser gótico, pode vim zika"
5545,"Todo mosquito que eu vejo, eu mato com medo de pegar zika"
5546,"'o mosquito da zika se atrai mais por cores escuras, evitar usar blusa preta' eu uso preto ate pra dormir fudeu"
5547,Segundo o meu avô a preferência do mosquito que transmite a zica é por pessoas vestidas de preto
5548,se até o mosquito que transmite a zika gosta de roupa preta ngm mais pode me julgar
5549,"'o mosquito que transmite a zika prefere coisas pretas' Ótimo, agora como eu vou ser gótica ? AFF"
5550,"Eu já estou é neurótico com esse zika. Todo dia é uma história diferente, agora o mosquito é atraído pelo cheiro e até pela cor da roupa."
5551,Minha avó me ligou pra dizer q viu na TV q roupa preta atrai mosquito da zika KKKKKKKKKKKKKKKKKKKKKKKKKKKK
5552,'o mosquito transmissor da dengue e do zika aedes aegypt tem preferência por roupas pretas' egua meu irmão nem pelado eu to livre
5553,se tiver briga ela vai ser a primeira a correr  não mata nem mosquito do zika vírus e quer falar isso nos poupe https://t.co/Jvjdjaioxl
5554,'os mosquitos da zika preferem pessoas com roupa preta' eu e minha goticidade estamos fodidas
5555,toda vez que eu mato uma mosquito agora eu grito MORRE ZIKA VÍRUS
5556,porra zika passa pelo bjo pelo sexo roupa preta atrai o mosquito o q q eu vou fazer da minha vida??
5557,se esse negocio de que roupa preta atrai o mosquito da zika é vdd eu to é fodida
5558,'Roupas escuras atraem o mosquito da dengue/zika virus'... Que injustiça é essa? MINHAS ROUPA PRETA NÃO KIRIDA https://t.co/vWspjyUIiA
5559,fiquei chocada que o mosquito que transmite a Zika prefere roupas pretas. o meu guarda-roupa é 90% preto. foi por isso q fiquei doente.
5560,"Agr roupa preta atrai o mosquito da dengue e o zika? Tenho 10 roupas coloridas e é mt, n vou mudar minhas roupas ele q mude as atrações dele"
5561,como asim roupa preta atrai o mosquito da zika?????¿ eu so trnho roupa preta
5562,"Uma vergonha pessoal !  Nos escondem que Bill Gates promoveu a invasão de mosquitos transgênicos em 2015, e agora veio o Zika"
5563,se até o mosquito que transmite a zika gosta mais de roupa preta ninguém pode me julgar
5564,Eu ia fazer uma piada sobre o mosquito zika se atrair pela roupa preta mas melhor não
5565,um mosquito me picou sera que é zika
5566,"e eu comprei varios off, raid mata mosquito AQUI O ZIKA NAI VAI FAZER MORADA"
5567,'roupa preta atrai mosquito da zika vírus' eu https://t.co/FI9RQM9A1r
5568,Bora morrer de zika pq é agr que todos os mosquito vai voar em cima de mim
5569,Essa merda de mosquito zika dengue o caralho a 4 nem deixa eu ser emo gótica
5570,agora qualquer praga que me pica eu me preocupo cogitando que um deles pode ser o mosquito da zika
5571,Mosquito do Zika é atraído por roupa preta ? Fudeu tl acabou nossa vida gótica
5572,"@fckhaim um mosquito me picou, será que eu peguei zika?"
5573,'roupa preta atrai mosquito da zika' adianta nada eu vestir branco se minha alma é só a escuridão
5574,Você é incapaz de matar um mosquito da dengue zica mais como tem capacidade me meu coração
5575,nossa como assim roupa preta atrai mosquito da zika???w//??w nem liberdade pra ser gótico a gente tem mais nessa vida......................
5576,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/nTlxZ8x25l Relação Zika e Mosquito Transgênico nos EUA
5577,"Acho que Minha mãe ta com Zika, ela não tá bem .. Eu sei quando ela não tá 😞 .. É foda saporra de mosquito filho da puta 😢"
5578,Passou no jornal q roupa preta atrai mosquito zika eu to ferrada
5579,tinha um mosquito zumbindo no meu ouvido espero que nao esteja com zika
5580,'mosquito da dengue prefere roupas pretas'  sinto que nossos cientistas estão perdendo a cabeça com a tal da zika.
5581,"Eu chego em casa e a mamãe 'vai tomar banho que o mosquito da zica gosta de gente q não toma banho e usa preto' detalhe, eu to de preto"
5582,Acabei de ver no @jornalnacional que o mosquito do ZikaVirus Prefere pessoas com roupas pretas então eu estou Fo.. @!  @bellesbatista kkkkk
5583,Tanto mosquito aqui em ksa que eu já to com medo de pegar dengue ou zika
5584,Tô carente😢 Não to pegando ninguém Até o mosquito da dengue e a zica vírus tão levando mas gente pra cama do que eu😔 😩 ╭👀. ┃  ┫╰╯┣╯   ╰┳┳╯ 😂
5585,Qlqer mosquito pra mãe agora é zica 😒
5586,Agora todo mosquito que me pica eu acho que eu tô com zika e vou agonizar até a morte #PremioFebreTeenCellbit
5587,Zica no Ceará e o nome do Mosquito Parei hoje aqui no Ceará em uma farmácia da Pague Menos e me deparei com a... https://t.co/CTSLquWMBv
5588,"@nathhmartin e aqui que, de madrugada tenho que ME COBRIR pra me proteger desses malditos zika"
5589,"atenção, gordinhos! Vamo se secar bem dps do banho pois o zika tá aí é essa água parada nos pneu é um prato cheio pros mosquito"
5590,o bao é q eles comem os mosquitos tudo então deixa elas aí de boa me livrando do zika vírus
5591,Vo compra capa d chuva pra me esconder do mosquito da zika  Vai que ele me ache e me dxa zikada  #SdvComOsTagueirosE
5592,A senhora já adquiriu nosso novo repelente contra mosquitos as zika dengue bixim no pé ? #SdvComOsTagueirosE https://t.co/27PiEf8yA4
5593,"tem uma revoada de mosquitos no meu quarto, eu devo ta muito zika"
5594,Eu gostaria de ver a Dilma receber uma picadura do mosquito Zika
5595,"Os “observadores” devem estar preparados: nos EUA, a maior preocupação agora é com a segurança contra o mosquito e zika virus."
5596,"esses mosquitos ficam te picando ai vc pega zika e fica sofrendo com dor nos ossos, é horrível! ACABEM COM OS PERNILONGOS POR FAVOR!"
5597,eu tô c picadas de mosquito e honestamente se eu pegar zika dengue ou aquela prima de 2o grau dessas merdas tomara q me mate esses mês ainda
5598,"Com tanta gente feia que aparece nos bloco de carnaval o lado bom disso é que espanta os mosquito da dengue, os zika a Porra toda ."
5599,To sendo devorada por mosquitos qual a chance de eu não pegar dengue tipo 1 2 3 zika vírus pqp algm me salva
5600,Acho que o mosquito da Zica vírus me mordeu
5601,"Eu to tão bêbado, que se o mosquito da zica vim, ele que vai ficar com a zica e ainda por cima vai ficar bêbado....."
5602,medo de pegar zika c esses mosquito me picando
5603,quer dizer q os senhores tem tempo pra colocar mosquito voando como alerta do zika virus mas nao tem tempo p avaliar minha documentação
5604,"Depois da quantidade de picadas de mosquito essa noite, se eu nao tiver zika, dengue ou chikugtsuysnda é pq sou um Power Ranger."
5605,"@myrrdr OASIJDA mano eu sou imune a zika e dengue c n tá ligada, já fui picado por trilhoes de mosquitos aqui e tô de boassa"
5606,Editorial de OGLOBO de hoje (p.18) propõe aborto preventivo em caso de zika. O nosso inimigo é o feto ou o mosquito? https://t.co/Ui0M5x1J5U
5607,"Os “observadores” devem estar preparados: nos EUA, a maior preocupação agora é com a segurança contra o mosquito e zika virus."
5608,Especialistas alertam contra armadilha caseira de Aedes que viralizou nas redes  'Mosquitérica' prende mosquito transmissor de zika; para i…
5609,Hoje eu tô mais cansado que o mosquito transmissor do zika vírus hoje em dia
5610,Se eu pegar Zika por causa desses mosquitos do valonguinho eu vou fazer um escandalo enorme naquela faculdade
5611,nossa tem um site com propaganda do zika virus e tem um monte de mosquito na tela vcs nao tem nocao quantas vezes eu tentei limpar a tela
5612,"E eu ontem, fui fazer dipj negativa no site da receita, fiquei agoniada, colocaram uns mosquitos pra representar o zika vírus"
5613,Antes bastava trocar o perfume pelo repelente de citronela. Mas e agora?? Quero minha bolha anti mosquito!! #zika
5614,'vc viu q o zika tem chance de ser transmitido por beijo??'  Mas amiga pq eu iria beijar o mosquito na boca?
5615,"Diminuir a quantidade de mosquitos que circulam nos ambientes ajuda a combater a #dengue, o #zika e o #chikungunya.  https://t.co/A68ZgkYAZD"
5616,Nas próximas semanas prefeitura irá fazer testes de zika nos mosquitos de Porto Alegre
5617,"eu acho q ta faltando uma regulamentaçãozinha em cima da função do mosquito da zica, logo logo os caso cai pra zero"
5618,"O total de 0 perigos de eu pegar zika pois não Transo, não bjo na boca e nem os mosquito quer me chupar. Oceje... https://t.co/bEaKDp5Mdv"
5619,"@vodkadelimao @JornalOGlobo @RadiodoMoreno ah, minha irmã n passou zika p crush dela. Esse mosquito está quase dando o fim da humanidade 😒"
5620,É cada babaquice que eu escuto: isolaram a mulher com zika pra que ela não seja picada por mosquitos q transmitem o troço
5621,Meu amigo daqui uns dias vão descobrir que o zika e o chico cunha são transmitidos até pelo vento que o bater das asas do mosquito faz
5622,"Gente eu tô na lombra com esses mosquitos da dengue, sai zika!"
5623,Zika vírus: nao olhe diretamente nos olhos do mosquito
5624,Eu quando chego na UECE e sou recepcionada pelos mosquitos  https://t.co/ovPgzCXHsX
5625,"nunca tive essas gripe de epidemia (suína, aviária, etc) e/ou essas doença de mosquito. confesso que to me cagando de medo de zika. :("
5626,todos os dias na minha time line o que eu mais vejo são noticias do zika vírus e a imagem de uma mao cheia desses mosquitos
5627,"Eu não quero virar ZIKA vou fazer minha parte pra combater o mosquito da dengue, lembrem se é triste a pessoa ser ZIKA, lembrem-se."
5628,"@Ancelmocom Chico é um patrimônio de nossa MPB; já o coco do mosquito do zica vírus que o ofendeu, quem é mesmo ?"
5629,"'Zika pode ser transmitido sexualmente, pelo mosquito, pela urina e pela saliva' EU ANDANDO NA RUA https://t.co/zBKCb2uBlU"
5630,"Eu lembro de um tempo em que se dizia: 'Pô, que zica!' Já era o mosquito o responsável?"
5631,"engraçado,sai na rua com uma camiseta que tinha uma especie de mosquito e o SUS me parou achando que era dengue...ta zika a coisa '-'"
5632,"@JornalOGlobo mosquito transmissor zica vírus assemelha-se nossa classe política contaminada vírus corrupção, uma verdadeira pandemia..."
5633,"aparentemente o zika é transmitido por mosquito, saliva e relações sexuais, ou seja só passar repelente que eu tô imune xP"
5634,"'Zika vírus pode ser transmitido por saliva, afirma Fiocruz.' _ Ok, mas não estava no meu plano beijar o mosquito."
5635,Minha mãe sobre gravidas com zika vírus: 'parece ate que o mosquito so aparece quando eles estão transando' SHAUSHAUS
5636,"Se nos dedicássemos para combater o Aedes, na mesma proporção que criamos piadas com o Zica vírus. Esse mosquito já estaria erradicado."
5637,@adoroonatal eu já teria solucionado a epidemia de zika se fossem mosquitos de verdade
5638,"se eu pegar zika, foi o mosquito"
5639,um mosquito de bolinha branca dengue zika chikungunya relou em mim migos já era vou morrer já to sentindo
5640,Quando eu era pequena chorava de medo do mosquito da dengue e todo mundo ria de mim agora fica todo mundo com medo zika vírus e chikungunya
5641,"Na timeline do facebook só se fala em Zika, bom conhecendo bem os BR eu ainda fico surpreso em ninguém tenha criado um funk pro mosquito. 😂"
5642,Zika transmitido pela saliva. Mosquito querendo me zicar crtza.
5643,"@alveloss eu já era mlk zika antes desse mosquito chegar na parada saca, since 2009"
5644,sobre passar o carnaval suave: zika vírus só vai chegar em mim se for pelo mosquito mesmo.
5645,"quando eu fui dormir o Zika era só um mosquito, agr é um Transformers q transmite doença pelo bjo, sexo, pensamento..."
5646,Toda vez que vejo algum mosquito perto de mim já acho que é o Zika virus
5647,um mosquito me picou jesus maria jose tomara que nao seja zika ou essas coisas ai plmdds
5648,eu não pego zika virus pq se o mosquito picar eu quem pega virus é ele vai fica doidão
5649,eu acabei de matar um mosquito q apareceu aqui no banheiro já fiz a minha parte combatendo o vírus zika
5650,eu não pego ninguém e nem o mosquito me quer então de zika eu to livre
5651,"Td mosquito q eu mato tm aquelas pintinhas brancas, acho q tm varias familias aq: DENGUE, ZIKA e CHIKUNGUNYA...Ainda bem q n tive nd ainda🙏"
5652,"Nunca vi um Zica Vírus, mas certo que esse mosquito deve usar calça Korova e aparelho colorido nos dentes."
5653,meu deus a Ziriguindum vai falar do mosquito do zika e de crack. Senhor só desgraça
5654,zika eh transmitido por saliva agora eu fico bv ate acabar com o mosquito
5655,"urina, saliva, sangue e mosquisto, tudo transmite zika  sabe o que não transmite?  RESPEITO  essa eu vou deixar pra vcs refletirem um pouco"
5656,mano eu to com medo de pegar essas bosta ai de zika serio normalmente os mosquito odeiam meu sangue mas vai sabe ne
5657,"Esse zika vírus é transmitido pela saliva, pelo mosquito, por relações sexuais... Sei não, mas eu acho que estamos a um passe do apocalipse."
5658,"Vejo as notícias sobre o zica vírus e fico chocada, me sentindo egoísta... nem entendo a proporção que esse mosquito tá dando."
5659,Zika virus so tenho q me preocupar com o mosquito o resto n faço
5660,rapaz não adianta toda vez que leio zika vírus eu já imagino uma imagem do mosquito de oculos de boné aba reta com umas correntes de ouro
5661,Zika por saliva quer dizer que eu continuo tendo q me preocupar só com os mosquitos
5662,"Sei que é por uma boa causa, mas essas propagandas contra zika com mosquitos nos sites de inst. públicas estão ridículas!"
5663,Essa campanha do zika parece ter sido feita nos anos 90: você tá lá numa boa vendo a página e PÁÁ aparece um monte de mosquito.
5664,Eu vejo um mosquito e já saio correndo com medo desse zika vírus aí tá loko #Vote1DirectionUK #KCA
5665,"Está preocupado com mosquito, dengue, zica virus e chikungunya, dorme tranquilo com nossos mosquiteiros e divirta suas férias."
5666,"passa por mosquito, por urina, por saliva… MEU, EU NÃO CREIO QUE O MUNDO VÁ TERMINAR COM UM VÍRUS CHAMADO ZIKA!!!!"
5667,um mosquito me pico  ai mEU DEUS SERA Q TO CM ZIKA VIRUS?
5668,zika vírus pode ser transmitido por beijo e sexo ainda bem q eu so preciso me preocupa com os mosquito mesmo
5669,"com isso de zica, eu n posso ver um mosquito que já saio correndo e gritando e batendo a mão no ar"
5670,A estratégia desse disguverno é nos manter sobre as miras das armas e dos  mosquitos... é uma ZICA...  https://t.co/SXzOBKN9EQ
5671,se eu pega o zika virus pode ter certeza q foi o mosquito q me picou pq beijo e sexo sao opçoes descartadas
5672,"@Pirulla25 Doutor, eu vi boatos que o Zika está relacionado com os mosquitos transgênicos, procede? https://t.co/MTIePtNO5n"
5673,Puta merda um mosquito da dengue me picou Tomara que eu não pegue zika
5674,Vamos nos divertir no carnaval sem esquecer dos perigos do mosquito transmissor do Zika vírus!  Ajude a combater!... https://t.co/1UJCmi0VW3
5675,"Pelo menos se eu pegar Zika, vou poder falar que foi uma troca de saliva com uma mina no carnaval.. Mas na verdade foi o mosquito memo"
5676,E quando eu digo salve zica é a essa que eu me refiro. #mosquitofdp https://t.co/rvZe5URcxK
5677,eu fico muito confuso com isso de pegar zika virus através de beijo vc ta la beijando a pessoa e um mosquito está habitando a boca dela?
5678,"Zika virus transmitido por saliva, agora posso colocar no mosquito a culpa por eu não beijar ninguém"
5679,devo te a merda do zika vírus no sangue pois esses mosquito já me morderam e eu to de pé
5680,"Se eu não tiver Dengue, Zika ou Chicungunha agora eu não pego nunca mais, mano, a cada dois minutos um mosquito me pica"
5681,Um mosquito tava em cima da minha perna deus queira que não seja dengue zika
5682,Todo mosquito que me pica agora eu acho que é zika
5683,melhorando minhas técnicas de matar mosquito a tapa pra não pegar o zika virus
5684,"Véi, eu nunca imaginei que esse mosquito pudesse ser mais filho da puta do que sempre foi. #zica #AedesAegypt  https://t.co/im0naHUZgX"
5685,Gente tem uns três mosquitos da dengue/zica vírus voando no site do cp2 😂😂😂 Aquilo ta me deixando irritada  #Vote1DIrectionUK #KCA
5686,"Pronto! Limpei o quintal de casa. Se eu pegar Zika Vírus pelos mosquitos criados nos quintais dos outros, vai ter vingança."
5687,"Ainda bem q eu não gosto risco de pegar zika pelas outras formas, só tenho q me preocupar com o mosquito msm"
5688,eu acabei de matar um mosquito q apareceu aqui no banheiro já fiz a minha parte combatendo o vírus zika
5689,ja tenho xaveco pro carnaval  - oi gata vamo beja - ah meu e o zika virus melhor n - tem o mosquito tb né vc prefere q pica? - kkkk vdd vamo
5690,nao vou pegar ninguem mesmo no carnaval nao vou me preocupar em pegar zika pela saliva tenho q me preocupar com o maldito mosquito
5691,"na minha casa tem mais mosquito que na casa do cara que pegou dengue, chikungunya e zica"
5692,"Zika é transmitido pelo mosquito, pela relação sexual e por beijo. Passando repelente para mim tá tudo resolvido."
5693,"Se eu pegar zika vírus por esse tanto de mosquito me infernizando essa hora e falta de luz, eu vou querer indenização por danos morais"
5694,A mulher na TV falando pras mães colocarem calça e blusa de manga nos filhos pra proteger do zica vírus.
5695,"acredito eu, minha opinião, exclusivamente minha, que não é vírus da zika, e sim o mosquito"
5696,"Nesse carnaval ativei o antivirus do pc,pra me proteger do zika virus"
5697,"Gnt, eu penso assim : essa porra de zika foi aquela porra d mosquito d laboratório pra matar o da dengue só q deu errado"
5698,"Nada, NADA tira da minha cabeça que esse zika foi mutação daqueles mosquitos que eles criaram no laboratório para combater a dengue."
5699,"merda, um mosquito me picou, matei ele, parece aquele que passa o zica virus"
5700,"Crlh acabei de ver um mosquito no meu, ta amarrado zica no carnava nao"
5701,Como tu acha que o Zika chegou aqui? Imigrantes chegaram com o vírus e foram picados pelos nossos mosquitos. https://t.co/HdHg9uL3RR
5702,Sou Tão Magro Que Se Eu Pegar a Doença Zika Virus Eu Viro Um Mosquito Zika... https://t.co/Fwt0zyRYJF
5703,GENTE OS MOSQUITO ZIKA VÍRUS DENGUE CHIKUNGUNYA INVADIRAM O SITE DA UFRGS (sério eles tão voando desorientado pelo site parece eu)
5704,Gente um mosquito me picou será que eu to com zika ?
5705,"Enquanto esse #ZikaVirus pega no beijo, eu tô favorável. Agora, se pegar qdo chupar uma rôla, eu mato esses mosquito tudo. Sério isso."
5706,Triste saber q é mais facil eu pegar zika por causa d um mosquito do q por saliva.
5707,pra q os cara foi inventa de bja os mosquito na boca e pega zika através da saliva me diz
5708,Ainda bem que zika é transmitido pela saliva afinal nem mosquito quer salivar em mim
5709,"Meu Senhor, a gueera é  contra o mosquito e não  contra o ser humano!! Falar em aborto em caso de zica é  dizer... https://t.co/DOLD4ZNL49"
5710,Zika vírus pode ser transmitido por saliva nem preciso me preocupar com isso o problema é o mosquito memo
5711,"@DawnOfDarkSouls as vezes, vc perguntou se algum mosquito me mordeu e eu disse 'tomara q n tenha sido o zika' o mosquito falei brincando"
5712,Comprar uma camiseta dessa pra qnd o mosquito vier me picar ler'xô zika'perceber q n é bem vindo e ir embora triste https://t.co/ByEflAN8ES
5713,Mano como me dá agonia essas notícias sobre zica que colocam imagens de vários mosquitos em alguém.
5714,tem uns 100 mosquito em volta de mim será que vou ficar zika?
5715,tem vários mpsquisto aqui me picando so espero que não seja zika vírus
5716,"Mosquito me picou, tá fudido, pegou zica esse arrombado"
5717,"Peguei um mosquito preto e branco tentando me picar hoje, pavor dessa porra de zica 😒"
5718,nunca mais parei de sacudir as pernas frente à possibilidade de um mosquito pousar em mim e me passar um ZIKA VIRUS
5719,vou passar repelente no meu cobertor não aguento esses zika mosquito
5720,Um mosquito me pica e eu já fico MEU DEUS VOU PEGAR ZIKA
5721,"o zika vírus pode ser transmitido pela picada do mosquito, sexo e agora até pelo beijo, ou seja, se esse mosquito não me picar tô salvo"
5722,Essa eu não entendi. Para combater zika a ONU sugere que se matem as crianças. Não seria melhor matar o mosquito transmissor ou o vírus?
5723,Toda vez q falam no zika vírus eu imagino o mosquito usando óculos de surfista aparelho fluorescente e chuteira da nike
5724,@Rafaelemeireles eu estava me gabando falando 'o mosquito me pica o tempo todo e não pego essa zica 🙌🏼' aí ontem tive uma surpresa kk merda
5725,"MARA NOSSO ORGULHO matou o mosquito da Zica Vírus, que estava voando perto do rosto de um menino educado, numa festa na tv..."
5726,Tem um mosquito zica aqui no meu quarto querendo me dar um zica virus
5727,"carai meu wpp ta mais parado do que agua do mosquito da dengue, chicunguia e zika virus ..."
5728,Matei o mosquito aqui vai que ele me passa o zika vírus
5729,"qdo o Zika vírus chegar em SP com força, adivinha quem vai ser a primeira pessoa q ele vai picar? certeza q o mosquito já tá c/a minha foto😕"
5730,"@claudiasakuraba eu tive zica vírus, e provavelmente aqui em casa mesmo, pq tem muito mosquito aqui onde eu moro. Então nem em casa :/"
5731,#DomingoComOClubeSDV  Quase que eu acerto o mosquito que tava tentando passar zica virus!!😇😇 https://t.co/f5gF88sQUE
5732,Nossa o sonífero que colocaram na comida ontem tava tão bom que até os mosquitos do zica vírus que me morderam... https://t.co/47Ya55k93b
5733,Cheio de mosquito zika virus no meu quarto
