,tweets_pronouns
880,"Agentes contra o mosquito transmissor da #Dengue, #Chikungunya e #Zika estão nos bairros:Centro, V. Operária e Mãe Preta Neb,:  Assistência"
881,"Nossa até pela manhã esses mosquitos da zika aparecem gzuuiis, vcs n dormem n?"
882,"Tem gente que só uma picadinha de leve já tá com zika, eu os mosquitos já me picaram umas 1000 vezes e até agora to ok"
883,Eu to do lado de um mosquito ZIKA😂😂😂😂😂😂😂😂 @Isa_230503
884,"Se um dia o mosquito da zika me morder não sou eu que vou pegar zika, ele que vai pegar FERA"
885,Quando posa algum mosquito em mim eu logo penso em zika (😂) vírus
886,Todo mosquito que me pica eu já acho que é o zika 😥😂
887,@Glutth um mosquito me picou dai fui ver se tinha pegado o zika virus só que o zika virus tinha pegado natalia
888,lançar um bolao apostando se a mordida de mosquito q tomei aqui vai me causar dengue ou zika
889,"Até hoje não me conformei com 'zika vírus' vai pro inferno rapa, nomea mosquito/doença como se fosse filho"
890,"Vários mosquitos aqui, espero q eles n me deixem com zica"
891,"Já que aquelas vacas não me dão atenção, vou dormir na companhia dos mosquitos da zica"
892,aqui no meu quarto ta cheio de mosquito da dengue então se eu aparecer cantando baile de favela ja sabe que eu to com o zika virus
893,"Todo mosquito q eu vejo em cima de mim eu ja mato logo, ja penso que eu vou pegar zica, ih ta doido kkk"
894,um mosquito picou meu braço...sera q foi o Zika Virus Egypthy????!!!!!!!
895,"@sarasharon puuuuutz! Veja isso Mary Jane! Eu fui numa festa e fui devorada por mosquitos, medo enorme de pegar zika"
896,"Qnd tem um mosquito em mim eu fico pensando se é da dengue ou o zika virus e vários aí , sou loka mas da medao"
897,"tem um mosquito trasmissor de zika virus no meu quarto, nem vou mata porque nem sei se passei de ano, pelo menos... https://t.co/O0RFkad41C"
898,Acabei de saber que o Zica Virus pode ser transmitido por relação sexual 🙇-opa pera ai vamos ter um filho? 🙍-ah não eu queria um mosquito! 😂
899,meu mosquito junin é mais zika que muito chavoso por ai
900,Tenho maior medo desse mosquito da zica me picar kk
901,"Toda noite vem uma porrada de mosquito vem abusar de mim, que absurdo é esse, devo ter dengue, ebola, zika virus..."
902,um mosquito me picou aqui fui dar um tapa nele e ele arrancou de moto empinando acho que estou infectado pelo zika vírus
903,"Toda vez q alguem fala de zika virus, eu imagino um mosquito funkeiro kkkkkkkkkkkk"
904,Quase 4h e eu me entupindo de remédio pra mosca (abafa que eu esqueci o nome da porra) pq vejo um mosquito e já grito ZIKA
905,Até o mosquito é Zika e eu não
906,aqui onde eu to só tem pernilongo e sei la mais quantos mosquitos..na boa...vou pegar um zica virus  daqui a pouco e nao for dengue D:
907,Eu aqui preocupada em espantar os mosquitos p não pegar zika e vcs pensando em wpp. Melhorem!
908,"desculpem a revolta, mas é o cúmulo do ridiculo falar zap ou zapzap, nossa que coisa mais fui picado pelo mosquito zika"
909,"Essas doenças locas ai, esse tal de zica virus. Que medo dessa parada mano, toda vez q chega um mosquito perto de mim, do uma de samurai fi"
910,"Eu acho q to com zica, to toda me cosando e com umas bolinhas vermelhas tipo mordida de mosquito"
911,"Não vamos esquecer de nos proteger contra a Zika, chicungunha e dengue  Repelente caseiro afasta o mosquito da... https://t.co/MwZjUpF2G9"
912,"eu acho q esse zika virus nem é transmitido pelo mosquito, tão botando culpa nele por alguma coisa"
913,'Mosquito zika virus me picou'  'Te levarei a um hospital'  'J4 é  t4rd3 3stou m3 tr4nsform4ndo'  'RESISTA'  'V3M N0V1NH4 Z1K4'  'Matem-o'
914,@LIAMINFLAVEL doente é vc q me mandou uma ft super realista e normal do mosquito q contrai o zika vírus 😂
915,Minha mãe ta achando que o zika vírus me picou pq minha pele ta um pouco roxa e ta doendo onde o mosquito picou #askbelieber
916,"Acho que tô doente, talvez, algum mosquito me picou e tô com zika vírus"
917,"vou pegar zika, DOIS mosquitos acabaram de me picar COMASSIM deus"
918,Vish um mosquito me picou SERA SE EH ZIKA
919,Eu fiquei esse tempo inteiro achando que o mosquito zika fosse alguma coisa haver com funkeiro 😐
920,Especialistas tiram dúvidas das grávidas sobre o Zika Vírus: Dica de Mãe Está todo mundo de olho no mosquito d... https://t.co/EvIBzRk0HK
921,"Cheio de mosquito dentro do ônibus, se eu pegar zika processo a 1001 😒👍"
922,"A indignação de todos com o avanço da dengue, chikungunya e zika em nosso país causadas pelo mosquito Aedes... https://t.co/KikO8galDw"
923,"To aqui no quarto da minha mãe, frescatto com ar condicionado, e ela ta me expulsando como eu se fosse um mosquito da zica"
924,@walterphm @lrbarreto @_gabriel_couto eu to tentando matar uns mosquito da zika aqui que tá pousando na minha cara e vcs?
925,"Eu achei que era foda,ai vem um mosquito chamado zika...Pra fude mermo"
926,Hoje eu tava indo pra igreja e o mosquito zika me pico https://t.co/nsH2UE4cI9
927,Tava aqui de boa ai o mosquito que transmite a zika me pico https://t.co/p2bfw5GKld
928,SOCORRO EU SABIA QUE O MOSQUITO ZIKA ERA REAL É O VÍRUS VIDA LOKA https://t.co/qzHiKcxNQR
929,"Tenho que comprar um repelente pra mim, esse mosquito zika não ta de brincadeira, so Deus pra nos proteger"
930,Dá licença mas minha única preocupação agora é com o diacho desse mosquito... #dengue #zicavirus #chicungunya #Aedesaegypti #zica #Brasil
931,"minha mae ontem falando do mosquito zika lá aksjskks fiquei meia hora tentando entender 'mata o zika, acabei de ver o zika'"
932,alo mosquito zika me pica ai noa tenho caneta p fazer a prova...
933,"A saúde está em coma ,nossos bebês pedem socorro . A Zika ,está aí e há 20 anos que não se combate esse mosquito . Perplexa"
934,A primeira vez que ouvi fala do zikavirus achei que era algum mosquito funkeiro que poderia me contaminar
935,@kbrittoz com certeza espalharam propositalmente esse virus zika ai nos mosquito pq não pode ser
936,"Minha vida já é uma zika e agora vem até em mosquisto, credoss pai"
937,"Com essa história de Zica Vírus, quando eu vejo um mosquito já me bate um desespero"
938,só vou andar de moletom calça meia e óculos agora pra me proteger desse zika vírus
939,gente me ajuda aqui um mosquito me picou e eu acho q eh o zica o q eu faço ???? https://t.co/y81ve0uL75
940,"Já sei foi aquele mosquito que ficou me irritando, aquele CHICO CUNHA, aquele ZIKA, nada a ver mano"
941,"Na minha opinião, zika não existe, p mim o mosquito da dengue ficou mais forte e com novos sintomas e estão dizendo q é doença nova +"
942,To numa maré de azar q se o mosquito me picar ele que pega zika
943,vou pegar zika certo nesse restaurante na beira da praia os mosquitos tao me comendo
944,"Depois q surgiu esses zica vírus não sei oq Cunha, qualquer mosquito que me pica eu já fico na paranoia 🙄"
945,ultimamente to prestando atenção em todos os mosquitos na minha volta pq to noiada q todos são uma ameaça xô zica virus
946,eu acho q se o mosquito da zika me picar quem fica doente eh ele
947,"Quer dizer q o mosquito da zica foi o responsável pela subida da popularidade da Dilma?? Meu Deus, somos uma republiqueta de bananas, mesmo."
948,Tem um mosquito me perturbando desde as 20 horas. Ele não sabe que eu transmito o zika?
949,"Pensamento da Noite Nos EUA, Zika se pega transando, aqui no brasil senod picado por um mosquito.. é duido"
950,"Tem uns mosquitos muito loucos me picando aqui no quarto, tô com medo de um dele ser zika."
951,"Tem um mosquito bem parecido com aquele da zika e pá na tela do meu not, devo matar?"
952,Vou passar meu repelente (ja que todo mosquito que me morde eu acho que é zika virus)  e ir me deitar né
953,"Minha gente cuidado com água parada  . . . não vamos deixar que o Mosquito transmissor da Dengue, Zika,... https://t.co/kEWjhadC58"
954,se o ladrao for entrar em sua casa rapidamente o mosquito aedes passa zika e dengue assim o ladrão n podera desfrutar do roubo nos prox dia
955,pelo tanto de mosquito que já me picou hoje acho que já peguei zika umas 3 vezes e dengue umas 2
956,meu cachorro é mó loco qué brinca essas hrs mais zica que o mosquito ele quer ser rs
957,Eu to traumatizada todo mosquito que me pica pra mim é aquele demônio de zika 😪
958,-Nossa mano o 'zica virus' ta sendo transmitido ate pelo beijo...-Relaxa cara quem vai quere beija um mosquito 😂😂😂
959,"Todo mundo com dengue, zika, chikungunya... e eu aqui gripada. Meu sangue é tão de barata que nem o mosquito quer me picar"
960,eu acho que se o mosquito da zica me picar quem fica doente e ele
961,Sonhei que eu tava grávida e passando repelente pra me proteger do Zika
962,"mano um mosquito me picou fiquei morrendo de medo pensando q tinha pego zika quase choro, mas era um marimbondo 😹"
963,"Eu to meia paranóica c esse negócio de zika, qlquer mosquito que pousa eu já saio matando até as mosca q n tem nada haver se ferra coitada"
964,Só eu q imagino o mosquito do Zika Vírus com um monte de correntes no pescoço e um boné na cabeça?  :')
965,#SextaDetremuraSdv Hoje ta tão bão que eu to passando a zika pro mosquito. Unf = unf viu seu zé ruela testemunha de jeová
966,"eu sou picada o tempo todo por mosquito, impossível q eu n tenha tido zika ainda"
967,"tão falando que pode pegar zika virus pelo beijo... eu achei meio nada a ver, quem que vai beijar um mosquito?"
968,"@yralfck esse mosquito é um desgraçado, eu e minha mãe estamos c zika tb 👎🏻"
969,"Os agentes contra o mosquito transmissor da #Dengue, #Chikungunya e #Zika Vírus, estão nos bairros:Vila Saibreiro e São Miguel.Neb:Jd.Novo I"
970,"A zika foi transmitida pq um mosquito me picou e se contaminou, ó vida zikada essa minha."
971,"#boatardee , apareceu esse mosquito aqui em casa, alguém sabe me dizer se é o da zica? https://t.co/RHYHYWc3uK"
972,"minha amiga falou que o Johnson ia me proteger do zika virus por causa do repelente que tem esse nome, ri d+++"
973,"Apareceu esse mosquito aqui em casa, alguém sabe me dizer se é o da zica?kskdksks https://t.co/JcWxzB4cUj"
974,"Vi o mosquito que transmite zica e não consegui matar agora to me coçando toda, vou morrer"
975,Tanta gente no mundo e o mosquito passa Zika justo para mim!!! 😥
976,Alguém sabe dizer se esse mosquito é o da zica?  Tava arrumando minhas coisas e ele apareceu... https://t.co/8iIXQdSZfY
977,"Tem uns mosquitos aqui na sala de casa que tá me dando medo, pois vai saber se não é mosquito dengue zika chikungunya!!???!"
978,mosquito acabou de me picar se der zika por favor avisa paola que iremos casar no céu
979,ATENÇÃO. ATENÇÃO. Relação Zika e Mosquito Transgênico nos EUA https://t.co/6h6oUnhozX via @YouTube
980,Eu sou uma pessoa muito boa deixei de matar um mosquito aedes ejeep pra ele poder espelhar os zika pra outras pessoa
981,"Cada picada de mosquito que aparece em mim, sinto a zika"
982,um mosquito me picou enquanto eu esperava a van se eu tiver zika a culpa é da minha mae
983,qualquer mosquito q me morde já acho q é zika/dengue
984,"Não sei qual zika é pior, os mosquitos ou os da minha cidade"
985,"Alguém, sabe me dizer se esse mosquito é do Zika? Estava arrumando minhas coisas aqui e ele apareceu.  vou posta... https://t.co/FFG7snECPZ"
986,"O repelente pode até não tá servindo contra o mosquito da zika, MAS que tá impedindo eu roer as unhas, isso tá kkkkkk"
987,"Estou revoltado. Acabo de encontrar um mosquito da dengue e do zika no meu acarajé. Sacanagem,… https://t.co/DZfwxd8tHo"
988,Meu pai diz que o mosquito q passa o Zika foi criado em lab p vender o remédio... PELAMOR DE DARWIN NUNCA OUVI TANTA BESTEIRA NA MINHA VIDA
989,"Apareceu um mosquito aqui em casa, alguém sabe me dizer se é o zika? #Socorro https://t.co/U3ZJ9rbVdR"
990,Estava arrumando minha gaveta...será que esse mosquito é zika vírus? https://t.co/bn7iqoryqG
991,E ainda tá cheio de mosquito pra mim pegar zica de novo 🌝
992,"@Marcellojr9 msm coisa que eu, é zika, parada do mosquito da dengue"
993,Imaginem mil mosquitos picando vocês = eu com zika
994,Se eu não pegar Zika nesse Frescão eu não pego mais !!! Nunca vi tanto mosquito !
995,"Mae,pai, sexta tem trote de zika. ' já? Vc arrumou uma fantasia?'. Q fantasia mãe. ' de mosquito Ue'. Mãaaae zika é funkeiro 😂😂😂😂"
996,Olha eu passando ai pra assustar os mosquistos da zika 😂😂 https://t.co/2RHvvhemtC
997,"Esqueci a janela aberta e o teto tá forrado de mosquito,só falta um Zika vírus  msm pra completar a minha desgraça"
998,"@carla_takahashi eu sempre achei esquisito vincularem tudo tão rapido ao mosquito e ao zika, mas vamos ver."
999,"@caroldamimosa eu ia cortar a foto e deixar só o pepê, pq ele tava parecendo um mosquito zika virus com aquele oculos e aquele boné com toca"
1000,E se fosse assim eu já tive zika 30 vezes tanto num mês que ela se anulou pq né? Mosquito da dengue me pica TODO DIA aqui.
1001,Bom dia bruna. Nosso Flu tá precisando melhora. Ah cuidado com essa mordida ou pica. Pode ser o mosquito da zica.rss https://t.co/gU777RRWsd
1002,@dmansucks  - melhor sagitariana do site  (depois de mim pq né) - best person  - amo e vou proteger  - menina zika - preciosa
1003,Tou td picada pelos mosquitos eu ainda morro com o zika
1004,"e esses atletas que desistiram das olimpíadas com medo da zika?  meu, aqui não tem só mosquito não"
1005,"vcs tão mais que certo, a dor que o mosquito do Zika Vírus causa não é de dar em gente, foi a pior da minha vida, fiquei sem andar, fiquem 😂"
1006,"Meu povo, o mosquito aedes aegypti é mais perigoso do que se imagina. Além da dengue, zika e chikugunya ele transmite outras doenças."
1007,eu tenho uma pontaria otima pra matar mosquito com a mao eu luto pelo fim da cultura do zika virus
1008,"Com tanto dos mosquitos que tenho na minha casa , era para eu estar com a Dengue ,zika,  chikungunya!"
1009,Você sabe que ainda PRECISAMOS NOS PROTEGER DO ZIKA-vírus!!! Não dê trégua! e vamos eliminar essa ameaça. #zika... https://t.co/3T313pUh7m
1010,#Encontro Preciso de um Burkini pra me proteger da Zika!!
1011,"Ontem na casa da Aline um mosquito igual da zika me picou, tomara q eu n fique doente."
1012,"dica para evitar focos do mosquito da dengue, zika e chicungunha: colocar sal de cozinha nos vasos sanitários, ralos, pneus e outros."
1013,"Tem tanto mosquito aqui que senhor, tomara q eu não pegue zika de novo"
1014,.: Inseticida para mosquitos do zika mata abelhas nos... https://t.co/xPUOZm3hPY
1015,"Já tô td ruim, ainda tem um mosquito estranho perto d mim, sai pra lá zica do kct"
1016,"Por devorar mil mosquitos por hora, morcego vira arma contra a zika nos EUA https://t.co/VwxCNnBwdT"
1017,"-  p completar a mnh mãe deixa a mnh janela aberta e entra um monte de mosquitos , vou fica até c zika"
1018,"Mosquito querendo meu sangue, vai morrer ele kkk tá querendo me passar zika porra sai daqui mandado"
1019,Eu sou a única a pensar que o surgimento da Zica tem relação  com a alteração genética feita nos mosquitos Aedes... http://t.co/SpmK2RfPaU
1020,"Depois desses ataques de Zika, eu fiquei paranóico. Qualquer mosquito é uma ameaça. Às vezes me sinto um ninja com os golpes que executo."
1021,todo mosquito eu mato eu penso que é o da zika kkkkkkkkkkkkkkkkkkkkkkkkkkkk vlw
1022,eu to cheio de picada de mosquito  eu ainda nao peguei zika mas certeza que vou pegar agora
1023,"Essa é minha outra criatividade,essa é a roupa do Zika (mosquito),faço minhas criatividades todas naturais e com co… https://t.co/N9QIOiIfuc"
1024,"Aí hoje ele me diz que só agora descobriu que zica era uma doença mesmo, transmitida pelo mosquito e tal."
1025,o cara me vira e diz q pegou o virus zika primo do mosquito da dengue diretamente de pirituba city
1026,@WedThirteen simmmm eu tô sabendo dessa zika  eu só consigo imaginar um mosquito de juliet e cordão de ouro das asinhas  HUEHUEH
1027,Um mosquito chamado zika q quando morde causa zika meu deus
1028,Meu corpo ta todo cheio de bolinhas vermelhas será que peguei aquela tal doença zika do mosquito loko
1029,"pelo visto ta dando Zika la pelas bandas dos cariocas, tô vacinada..já peguei meu mosquito premiado por aqui em SSA. https://t.co/UMa4Nii6WV"
1030,"não pode passar um mosquito voando que eu já penso que vou morrer de chikungunya, zika e/ou dengue"
1031,"De uma libertação eu preciso: Parar de ficar doente.De molho desde sexta,por conta dessa tal de #zika que é causada por mosquito #QueroSaúde"
1032,o mosquito zika ta no meu quarto
1033,"Estou com uma forte suspeita que Febre Zika causada pelo vírus ZIKV, transmitida pelo mosquito Aedes aegypti, chegou em JP, na minha casa"
1034,"Acho que fui picada pelo mosquito da Zica, porque é a única explicação pra eu ser assim"
1035,levei uma picada de mosquito sera que eu peguei zica?
1036,Eu 'caço' heresia como eu caço mosquitos em tempos de dengue e Zika aqui em São Paulo. Eu não fico procurando... https://t.co/PycHjdqqad
1037,"Fui mordido pelo mosquito da dengue e ele me transmitiu zika, já estou escutando um livinho e amanhã compro minha Juju rubi"
1038,"Qual é a música que o amigo do mosquito da dengue que me mordeu cantou pra ele ? Claro que é Zika, vai lá"
1039,O mosquito sempre foi da dengue. Essas tais de chikungunha e zika vieram de onde? Não vai me dizer que estavam no aedes aegypt o tempo todo.
1040,Tem um mosquito rondando meu quarto e eu só consigo pensar em zika
1041,"A mulher fica gravida e ao invés de ficar feliz a primeira coisa q ela vai pensar é no zika, nos mosquitos, repelentes"
1042,"@whosmands faz duas semana que eu peguei gripe, e pela quantidade de mosquito que ta me ferrando agora semana que vem eu pego zika virus"
1043,"Boa noite! Amigos E Amigas bem. Hoje eu vou,dá um Aviso á vocês ? Que tenham muito cuidado com ... Esse mosquito chamado Zika..."
1044,só pq quando falam mosquito zika eu imagino um mosquito com óculos juliet e corrente de cifrão
1045,Minha mãe colocou um negócio pra rede de não entrar mosquito zika no quarto e agora a janela não tá fechando mais...
1046,Agora toda vez q vejo mosquito eu acho q é o zica virus
1047,"Tem um musquito zika virus tentando me picar aq ze, seloko"
1048,"Gente meu quarto tá cheio de mosquito, estou com medo da zica!"
1049,agora todo mosquito q eu mato eu penso q eh menos uma zika no mundo
1050,"com esse negocio de zika, dengue, chicungunha meu psicologico ja ta abalado, toda hora acho q tem um mosquito me picando mas olho q n tem nd"
1051,"Quando eu vejo um mosquito fico falando , sai mosquito não quero pegar zika"
1052,mano eu tenho medo do zika os mosquito ama me pica
1053,@bemestar existe alguma possibilidade do zika ser fruto da mutação genética nos mosquitos alterados propositalmente p/ atacar dengue?
1054,Só nao vou pegar zika pq eu sou mais ruim que essas porras desses mosquitos
1055,"E eu achando q o dia estava morno, manchete do Correio Braziliense era sobre o mosquito da Zika, achei q era por causa do nocaute d domingo."
1056,"Os fdp criam um mosquito aedes do bem, que combate o Zica Vírus e a Dengue. Ah Vtnc né, se pousar em mim mato logo."
1057,n pode vir um mosquito q mnh mãe fala 'sai mosquito da zica' parece até maluca
1058,"Muito pior q o mosquito com a Zika foi a FlaPress com o Zico. Causou microcefalia nos anos 80. Doentes, os flamenguistas, sobrevivem até hj."
1059,"Tô infectado com zica viruz.. obrigado mosquito por me picar, obrigado vizinhos pelo mato/vasilhas com agua  e obrigado deus por não existir"
1060,se estiver com onda de zika em niteroi eu to fudida porque fui picada por mil mosquitos e o dia só tá começando
1061,"Moro no recreio e nunca peguei dengue, zica, malária ou qualquer outra doença de mosquito, ainda me pergunto o porquê."
1062,Como eu imagino o mosquito do zika virus https://t.co/D6tkcR3Fxf
1063,zika vírus eu só consigo imaginar um mosquito de oakley juliet
1064,Quando falam desse zica eu já imagino um mosquito com um cordão de ouro e boné da Nike estilo aba arredondada fazendo pose favelada
1065,zika vírus eu só imagino um mosquito dançando o passinho do romano enquanto pica
1066,"Tem um mosquito com zika aqui no teto me encarando, o que eu faço? Vou cumprimentar ele pra não causar intriga... ' Iaí kê cara!'"
1067,"Meu primo hj disse q mosquito não transmite zika, pq se fosse assim tbm transmitiria AIDS #VemCometa"
1068,tanto mosquito nessa casa que minha zika ao invés de passar vai sofrer uma mutação
1069,Q q tá com teseno comigo será q eu peguei zika acho q o mosquito tá transmitindo paixão agora hein fiquem esperto
1070,queria dormir sem ser atacada pelos mosquitos que eu não sei a procedência e se for um zika um chico o que será de mim
1071,Me pico manso mosquito  Estoy flasheando que tengo zika
1072,"vou escutar um funk ostentação pro mosquito pensar que eu já tenho zika, e me deixar em paz"
1073,agora qualquer mosquito q chega em mim já me tremo todo pensando que é zica
1074,A microcefalia não vem da Zica não.. vem daquela vacina maldita H1N1 Que mosquito é esse que só pica grávida... eu hein...
1075,"Força de mosquito aqui no quarto, se algum for o zika eu to na merda"
1076,"Minha Sala Esta CHEIA d Mosquitos, Se eu Pegar Zika Vou Processar O Estado..😤"
1077,E que se me der zika eu vou lembrar desse mosquito e dizer que foi ele https://t.co/LoIE5KBnIc
1078,Um mosquito da dengue/zica acabou de pousar em mim. To nervosa
1079,"ja nao gosto de mosquito, se eu pegar esse tal zika ai que to fudido msm"
1080,Tenho medo da minha zika e não do mosquito
1081,EU TO COM TANTO AZAR  Q SE O MOSQUITO ME PICAR ELE Q PEGA ZIKA
1082,"Os mosquitos amam me picar durante o dia, que 'zica' (😏)"
1083,"se o mosquito do zika me picar,  vo chegar nele e falar quem é mais zika?"
1084,@RaphaelaBelo aconteceu isso comigo hj o mosquito me pico ja pensei pode me enterra q n vo pode beija na boca mais pq eh zika
1085,"Eu tô abismada com essas paradas de zika, o mosquito pica uma mulher grávida, daí seu filho nasce com microcefalia. Isso não tem coerência"
1086,"Se eu num peguei o zika agora, não pego mais nunca MOSQUITO DO CAPETA"
1087,toda vez q um mosquito me pica eu acho q eh zika devo ta neurotica
1088,"Já ja quem pega o zika virus sou eu, ate no site da receita Federal aparece mosquito kkkkk"
1089,@UFPA_Oficial ontem mesmo matei um mosquito da zika no meu braco
1090,passo no jornal que o zika virus agora tambem é transmitido atravez do beijo eu achei nada a ver  quem q vai beijar um mosquito
1091,@thaysacb @anabeatrizzzm Eu acho que a zika surgiu dela ... ela quem é a criadora desses mosquitos...
1092,"Contra a dengue , zika, e todos os outros mosquitos e pernilongos comam inhame. E lógico não deixe água parada nos pratinhos de plantas ,etc"
1093,grnte vamos nos unir contra a zica um mosquito não pode ser mais forte do que todos nós unidos apoi essa causa
1094,"@HeloysiM eu só perguntei como que a gente pega zika pelo beijo sendo q a gente não beija um mosquito, foi simples, vocês q são grossa cmg"
1095,"A filha do meu ex padrasto morreu, to pasma 😱 e eu tava falando com ela esses dias pqp, esse mosquito zica ta fodaaa, fiquei até triste agr!"
1096,@Uma_Brasileira Meu deputado?Tá de brinks?prefiro ter um mosquito do zika...dos males o menor!
1097,"APELO  Gente, vamos nos unir para acabar com o mosquito que transmite Zica, Dengue e  Chicunguya. To com zica... https://t.co/8ERLDP8cMD"
1098,"Minha mãe agora seca box e blindex por causa da zika. Mosquito chega e sai puto, nem uma gotinha. Vou fazer piada com isso pra sempre."
1099,Sai da piscina pq um mosquito igual o zika pousou no meu short
1100,"Um mosquito me mordeu, to com medo de pegar dengue zika chicocunha"
1101,aparece picada de mosquito em mim eu ja começo a imaginar futuras zika chikungunya dengue morte
1102,"Estamos nos unindo no combate contra o mosquito causador da dengue, zika e chikungunya, pensando nisso, o... https://t.co/XvdGu573sR"
1103,Eu vc 2 filhos e um mosquito da zika
1104,"eu nem matava mosquito cara, agora com a zika eu mato né mas se não fosse por isso eu nem mataria kkkk"
1105,Eu não tenho medo de mosquito porq é mais fácil o mosquito morrer de tristeza ao me picar que eu morrer de dengue ou zika.
1106,meu deus os mosquitos me amam pra mim pega uma dengue e zika dois segundos
1107,Tão falando q o zika virus passa através do beijo nossa nada ver quem q vai beijar um mosquito?
1108,"Tô ficando louca, qualquer mosquito eu acho que é o da dengue, da zica"
1109,Me han picado muchos mosquitos. Me va a dar zika. Me han picado muchos mosquitos. Me va a dar zika. https://t.co/BD6eFt4LNV
1110,"Quando falam desse tal de Zica vírus, só me vem na mente um mosquito de juliet e boné da polo"
1111,"Quando eu for presidente do Brasil, irei exterminar todo corintiano e mosquito da dengue, zika e pernilongo. Sou reaça."
1112,Eu  não  sou  o  Vírus  do  mosquito... Masss  sou  Zika...Mlk Zika🎯😎😎😎😎   #4MCanalCanalha
1113,"Depois que eu descobri que o que passa Zika é  um mosquito, todo mosquito que me pica  eu penso fudeu vou pegar Zika"
1114,esse mosquito chato além de transmitir a dengue agora tbm zika chincongonha e causa mini cefaléia nos bebes tbm nossa Jesus nos socorre
1115,"Galera esta rolando um surto de microcefalia causada pelo mosquito zica , recomendação do governo e minha Tb não... https://t.co/S7UEq49SO5"
1116,"Até os mosquito tão zika, meu."
1117,DESABAFO COM UM GRITO! Desde maio minha mãe teve a infelicidade de ser picada pelo mosquito transmissor do ZIKA... https://t.co/2uQbwkYJlq
1118,"minha mãe tá falando tanto dessa parada de zika que eu vejo um mosquito, já corro"
1119,"Meu pai tá com zika, vou comprar uma bolha pra esse mosquito não me picar. não posso nem pensar em ficar doente agora"
1120,Nossa Senhora! Mais uma mazela provocada pelo Zica. Agora ataca o sistema nervoso central. #MosquitoDerrubaUmaNação 😱
1121,Escuto falando do Zica vírus Sei lá como escreve. Ai eu imagino um mosquito no estilo rolezero
1122,"Vejo meus amigos parafraseando o safadão falando 'to namorando todo mundo', filho, tu ta pegando nem zica e tem mosquito pra caralho!"
1123,"Falando em zica, um mosquito me picou hoje e parecia com um Aedes. O_O To me cagando"
1124,eu amo os vídeos de alguém picado pelo mosquito do zika vírus e começa a ouvir funk com um óculos espelhado
1125,"Em plena epidemia de Zika, meu aparelho elétrico de veneno de mosquito some 👌"
1126,Essa porra que eu To deve ser Zika d tanto mosquito que me morde nessa porra
1127,"@coldmika @linecid falando em zika, mandou bem botando o mosquito no meu banheiro hj https://t.co/SCPZTJXRG3"
1128,Qualquer mosquito q se aproxima de mim mato logo com medo do zica vírus
1129,"Agentes contra #Dengue,#Chikungunya e #Zika  estão nos bairros: Cervezão,Boa Vista,V.Martins e Bela Vista Mosquitos botam todos os dias"
1130,(o_O&gt;Aedes aegypti? Mosquito que parece um mostro! Dengue Zika vírus e Febre chikungunya! Meu Deus!!!😱😱😱😱 https://t.co/t9lhAUWrJg
1131,"@rochinha13 Mesmo porque a febre chikungunya e o zica vírus não têm vacina, que eu saiba, e são transmitidas pelo mesmo mosquito."
1132,"@cevdet_gk BRASIL o mosquito da DENGUE,ZICA ,CHIGOGUNHA ,está matando muita gente no BRASIL, EU QUASE MORRO https://t.co/vBL6HOJNmP"
1133,"gasto todo o veneno do aparelho de mosquito, mas vírus zika eu n pego"
1134,"quando falam de zika virus pra mim eu logo imagino um mosquitão de juliet, mizuno, ouvindo baile de favela e mandando passinho do mosquito"
1135,Meu cu que essa zica é transmitida pelo mosquito. Fui ajudar meu primo e peguei. O mosquito estava me esperando pra picar também?
1136,Os mosquitos tao quase me levando pro planeta do zica  Pprt
1137,"Para fechar o ano com chave de ouro , essa merda desse mosquito da dengue me mordeu e agora estou com essa porra de zica 😅"
1138,Acho que peguei zika matei um mosquito agr me mordendo
1139,@CabelosMalfoy eu tenho que criar meus mosquitos o zika vírus precisa se espalhar
1140,Meu quarto ta cheio de mosquito espero q não seja da zika
1141,agr todo mosquito q chega perto de mim eu acho q é zika jesus cristo
1142,"@marinapmedeiros eu interpretei teu tweet errado eu acho. tipo, é óbvio que o mosquito ta no país há anos mas o que acontece entre zika e"
1143,'A zika picou seu pai aí ele matou' alguém fala pra minha mãe que o nome do mosquito não é zika pelo amor de Cristo
1144,os mosquito chega perto eu ja saio falando SAI Deus eh mais vai morre p la zika
1145,"E pra piorar quando eu fiquei com zika foi depois de dar serviço aqui, mosquito me pegou"
1146,"Aqui em casa geral pegou zika menos eu, também né, esse condomínio cheio de mosquito"
1147,Acho q eu to com zika.. Maldito mosquito :c
1148,toda vez que alguem fala de zika virus eu imagino um mosquito de aparelho colorido e oculos da oakley
1149,@dilmabr pois é... Aqui no Brasil quem tá dando show é o mosquito da Zica. A culpa deve ser da minha avó!
1150,Aparece uns mosquitos eu já fico neurada se é da dengue chico cunha zika ai pq tem que existir
1151,"estou sentindo picadas de mosquito no meu pe  por favor, que eu nao pegue zika"
1152,"Aí minha mãe responde 'melhor vc morrer intoxicada do que algum mosquito te morder e vc pegar zika, chicungunha.' 👍🏼"
1153,minha mãe n pode ver mosquito q fica falando 'menina mata o chico Cunha' 'olha o zika vírus mata logo'
1154,"Minha mae veio no meu quarto, viu vários mosquistos e falou da forma mais engraçada cuidado com a zika hahahhaahha"
1155,Já to providenciando pra me proteger do zika https://t.co/9VhkCNiayl
