,tweets_VBN
223,"Retweeted SSalud Tabasco (@SSalud_Tab):  ¡Sin criaderos no hay mosquitos! ¡Lava, tapa, voltea y tira! #Zika... https://t.co/IEUsuiFIBK"
224,"Ya me picaron como 82747273 mosquitos, ya teno zica, dengue, chicungunya y todo el pedo"
225,"Ya me picó un mosquito, si me va a dar el virus Zica, que sea pa' rebajar."
226,"Volvemos a lo mismo, el Zika no es un mosquito @elcircodelamega @pamelanoa @FunkyJoeElCirco @cheboricua"
227,Protege a tu familia! Usa repelentes con DEET para + protección contra mosquitos portadores d Zika #ProtégelosconOFF https://t.co/JThFdq5ntr
228,Vas a ser #Mamá en esta época de #Zika?  DEBES #PROTEGERTE de las picaduras de los #BICHOS… https://t.co/GBS3nKtPt3
229,Exhortamos a la población a continuar evitando la formación de criaderos de mosquitos transmisores de la enfermedad. #ZikaVirus
230,Retweeted MoscaconlosMosquitos (@MoscaMosquitos):  @kandlo24 síguenos y ayúdanos a prevenir el Zika... https://t.co/aaGPPdTver
231,"Retweeted ISSSTE (@ISSSTE_mx):  El #Zika no se contagia de persona a persona, sino por el mosquito transmisor de... https://t.co/xPUdgkIAKA"
232,Retweeted C5N (@C5N):  Estudio: mosquitos pueden trasmitir zika a sus huevos https://t.co/uQB3L7e8Q1... https://t.co/1mrXCaldqy
233,"Retweeted Com Social Oaxaca (@ComunicaVillaca):  Evita enfermedades transmitidas por mosquitos, di no al  #zika... https://t.co/K0Q34VzL48"
234,"Protége a tu familia de enfermedades como el dengue, zika y chikungunya, ¡elimina criaderos de mosquitos! https://t.co/oqpNKJuahy"
235,Retweeted El Nacional (@ElNacionalWeb):  8 cosas que puedes hacer para protegerte del virus zika... https://t.co/6FTEVj7945
236,Retweeted BBC Mundo (@bbcmundo):  8 cosas que puedes hacer para protegerte del virus zika https://t.co/YNOSVikO45... https://t.co/HPBW8Aqqsq
237,Ver a Boca me da ganas de que me pique un mosquito todo lleno de Zika.
238,Salí a fumar al patio y me picaron como mil mosquitos. Ojalá que algunos sean Aedes Aegypti y mañana despierte con Zika o Dengue (?
239,Gracias a @Lachacharaco por compartir mi punto de vista sobre el manejo que se le ha dado al Zika y al mosquito https://t.co/tN1JRoJkGW
240,"Casa a casa cada Galapero conocerá como protegerse y eliminar factores de riesgo para Zika, dengue y chikunguña. @marguymendoza @AMBQuilla"
241,Retweeted teleSUR TV (@teleSURtv):  El mosquito que transmite el #Zika es el mismo de la Chikungunya... https://t.co/rF1lHq7Y5V
242,"Ya me picó un mosquito, voy tramitando mi crónica de tener zika en @RevistaPaco"
243,Retweeted CePre Salud (@CePreSalud):  El virus zika se transmite tras la picadura de un mosquito del género... https://t.co/Q5iFZdbOjR
244,"TODOS A ERRADICAR A LOS MOSQUITOS... El virus Zika, para el que no existe tratamiento ni vacuna -sólo se pueden... https://t.co/TYR4BRfKap"
245,"Voy a comprarme un repelente, porque con la suerte que tengo me va a picar un mosquito con zika y voy a ser el primer caso en Chile"
246,¿Y a qué hora hacen el remix de la canción del Chinkongunya ft. el mosquito del Zika?
247,Retweeted Cuba Sin Fronteras (@CubaSinFrontera):  Batalla contra el Zika. ¿Mosquito bueno contra mosquito malo?... https://t.co/p0VAgYbHPj
248,"Retweeted Tecnología GM (@TecnologiaGM):  Así es el mosquito Aedes aegypti, causante del zika, dengue y... https://t.co/PFyEzdw5Ry"
249,¡Protege a toda la familia de los mosquitos de manera 100% natural! De venta en @PlazaLama. #Prevención #ZikaVirus https://t.co/GqVnFVM4Fr
250,Llegó a Chile el mosquito que contiene el virus del zika. Ahí tenis OMS.
251,Llegó a Chile mosquito hembra infectada con virus Zika! Para todos los que decían que no estaban las condiciones de Temperatura! Ahí tienen!
252,Retweeted Diario Financiero (@DFinanciero):  Confirman hallazgo de primer mosquito que transmite el virus Zika en... https://t.co/bpczPAA4VC
253,Llega a Chile mosquito que transmite el zika: Autoridades de Chile confirmaron el hallazgo del mosquito Aedes ... https://t.co/ZWHPoh7nxr
254,Llega a Chile mosquito que transmite el zika https://t.co/i9I1OoUDxB
255,Llega a Chile mosquito que transmite el zika - Autoridades de Chile confirmaron el hallazgo del mosquito Aedes ... https://t.co/ZVtH7eYeFo
256,"Retweeted SSalud Tabasco (@SSalud_Tab):  Evita que prolifere el mosquito transmisor del #Zika, manten tus patios,... https://t.co/CD3uN49ceh"
257,Viajó a un área afectada por el #zika? Aprenda cómo proteger a su pareja: https://t.co/cUdoZ8geEy https://t.co/2OP4ZlpibB @nycHealthy
258,Protege a niñas y niños de la picadura de mosquito portador de #Zika #Dengue y Chikunguya #EsSuDerecho https://t.co/XueKo8S7Na
259,Enseña a niñas y niños como evitar la propagación de mosquitos transmisores de virus #Zika #Chikungunya y #Dengue https://t.co/OngiEhwjwC
260,Pese a encontrar el mosquito transmisor del virus autoridades de salud confirman que no hay casos de zika en Chile   https://t.co/vV9l8ATddJ
261,Retweeted osvaldo (@osvaldo09718927):  ¡este es un desgraciado infeliz.¡¡¡ojala te pique el mosquito del zika... https://t.co/ruyPGIAPHE
262,Retweeted Listín Diario (@listindiario):  Ofrecen técnicas para esterilizar a mosquito transmite #dengue y #zika.... https://t.co/ec40tP2Y8t
263,Vi a uno de esos mosquitos grandes que parece que te van a coger pero lo maté con Pinol. No vengan con sus pendejadas del zika por aquí.
264,Retweeted teleSUR TV (@teleSURtv):  Evitemos la proliferación del mosquito transmisor del #Zika... https://t.co/yjouHnO9Oa
265,Retweeted Sin Embargo (@SinEmbargoMX):  #Destacadas Un pueblo de Brasil erradica el mosquito del zika... https://t.co/lUHfHWWonV
266,"Proteja a su familia de los mosquitos del zika ,dengue y chikungunya. Instalamos cedazos fijos y corredizos para... https://t.co/jDAsCEjvFK"
267,Entras a promo izi? a mira el mosquito del zika me va a picar
268,"Salí a caminar y me tope con un enjambre de mosquitos. Si despues me ven con dengue, zika o chucungunya (o como sea) no se impacten jajaja😂"
269,'Van a seguir falleciendo personas si no tomamos conciencia de la situación.No puede ser que un mosquito nos gane.' Ma. Teresa Baran. #Zica
270,"Retweeted Ana Rent (@AnaRent):  #OJO El virus del #Zika se transmite mediante picadura de mosquito, muy similar... https://t.co/4fapzRnKWE"
271,Advierten a estadounidenses no viajar a Venezuela por el virus zika: La infección la transmiten los mosquitos ... https://t.co/G5I1wzfaXW
272,"Debido a que el mosquito Aedes que propaga el Zika se encuentra en todo el mundo, es probable que los brotes se extenderán a otros países."
273,Retweeted El Colombiano (@elcolombiano):  Mosquitos contra el zika volarán por todo Medellín... https://t.co/sQS8KfuSQ4
274,"Protege a tu familia de enfermedades causadas por el mosquito del dengue, chikungunya y zika. https://t.co/VdnPEO5Zdv"
275,"Convocamos a toda la población a eliminar los criaderos de #mosquitos y de esta manera evitar la propagación del dengue, chikungunya y zika."
276,Protege a tus bebes y niños contra el mosquito que transmite el virus del Zika. Disponible en #QuePequeños... https://t.co/xhF1KsulE2
277,Exhortan a protegerse contra el Zika en la Semana Mayor  Por: Diario de Puerto Rico  3/23/2016  La epidemióloga... https://t.co/XMpSG2xHNQ
278,Retweeted PNUMA (@PNUMA):  ¡Si el mosquito no te pica no tendrás #Zica! Todo sobre el virus aquí:... https://t.co/NOXkX5qoW0
279,Llamado a protegerse del zika en Semana Santa - https://t.co/4N0w9sqQLv https://t.co/lpo6UiHYmM
280,Exhortan a protegerse contra el Zika en la Semana Mayor https://t.co/9RM9rj8J6e #notiuno
281,Llamado a protegerse del zika en Semana Santa - El Nuevo Día https://t.co/judH7Eq7B8
282,Enseñe a su familia a mantenerse a salvo contra el mosquito que transmite enfermedades como Zika!  https://t.co/F9EqAHpsuQ
283,Voy a tirar raid por que hay un mosquito y con la suerte que tengo de seguro tiene el zika el dengue y la fiebre chicunguña #Todo
284,¿Vas a #Brasil para los #JJOO #RIO2016? Recuerda las recomendaciones p/protegerte del #ZIKA https://t.co/3uZdr7bnxf https://t.co/bImqUrAzA8
285,Naled: insecticia contra mosquitos portadores de Zika y otras enfermedades. Utilizado aca tambien para controlar... https://t.co/GMw0BTXUC1
286,Todos a cuidarnos del mosquito transmisor del zika.. https://t.co/DXJMPDCNql
287,"Retweeted DAVID ROMERO VARA (@DAVIDROMEROVARA):  El temor a ser picados por el mosquito transmisor del #Zika ,... https://t.co/LNPgwxZBXV"
288,Retweeted Alberto Ravell (@AlbertoRavell):  Así duermen los atletas olímpicos chinos para protegerse del zika... https://t.co/O9xo3FiyQu
289,"Retweeted Salud y Bienestar (@SaludableGM):  Así es el mosquito Aedes aegypti, causante del zika, dengue y... https://t.co/T8JtxLp0xe"
290,Retweeted teleSUR TV (@teleSURtv):  ¿Qué mosquito puede contagiarte del virus #Zika? Descúbrelo aquí... https://t.co/f1Gdo0jCUf
291,Retweeted OPS/OMS Bolivia (@OPSOMSBolivia):  Lo importante es combatir al mosquito transmisor del virus #Zika que... https://t.co/cq664W9oea
292,Retweeted Sotera News (@soteranews):  Brasil está perdiendo lucha contra mosquito del zika https://t.co/ysGG1juXbX https://t.co/1WwOe23ajU
293,Retweeted La Tercera (@latercera):  El gran arma contra el virus zika: un mosquito transgénico... https://t.co/HZ0byxVxbH
294,Yo me quedo bobo con la facilidad que salen cosas a causa de un mosquito. #Zika
295,Retweeted Gerardo Alcalde (@AlcaldeCevicos):  Prestar especial cuidado al mosquito transmisor del Zika. Son... https://t.co/bcTvnUxmO0
296,"@ELCOYOTETHESHOW @Mariovipr lo ideal es q las embarazadas eviten a los mosquitos, ya q el zica afecta a los bebes en gestación."
297,Retweeted teleSUR TV (@teleSURtv):  ¿Qué mosquito puede contagiarte del virus #Zika? Descúbrelo aquí... https://t.co/Bn4tJjh7uh
298,"Retweeted Zonal 7 SALUD (@Salud_CZ7):  El virus #Zika se transmite por la picadura del mosquito Aedes Aegypti,... https://t.co/yBakUCzaer"
299,"Protége a tu familia de enfermedades como el dengue, zika y chikungunya, ¡elimina criaderos de mosquitos! https://t.co/EHfX7ZqvCF"
300,"Retweeted Com Social Oaxaca (@ComunicaVillaca):  Evita enfermedades transmitidas por mosquitos, di no al  #zika... https://t.co/XKY1IxuZR3"
301,Ven a vernos y te contamos cómo protegerte (y protegerle) del #ZikaVirus https://t.co/egvaE4EJEQ
302,Ya me dio Zika de tanto mosquito que me picó
303,¿Vas a viajar a #Brasil a los #JJOO? Con nosotros estarás protegido del #Mosquito del #Zika! https://t.co/XEMZ8SeigS
304,"'Si a Gasol le pica un mosquito con Zika solo estaría 3 días con gripe', dice el... - https://t.co/2g3fd5iw6w"
305,Retweeted OPS/OMS (@opsoms):  #Zika - Consejos para evitar los criaderos de mosquitos en el patio de su casa... https://t.co/wqsT8WRpty
306,¿Vas a #Brasil para los #JJOO #RIO2016? Recuerda las recomendaciones p/protegerte del #ZIKA https://t.co/3uZdr7bnxf https://t.co/Cf54hwwIQf
307,Retweeted EL PAÍS (@el_pais):  Brasil ha declarado la guerra al mosquito transmisor del virus zika... https://t.co/7OSO0NxGd3
308,Retweeted Noticias RCN (@NoticiasRCN):  Si el mosquito del Zika hablara. https://t.co/b4ln64jMdF... https://t.co/eMdzP2r6Wp
309,Retweeted teleSUR TV (@teleSURtv):  El mosquito que transmite el #Zika es el mismo de la Chikungunya... https://t.co/aRS0cavMLB
310,Ya me picaron tantos mosquitos que no se cual es el zika.
311,Retweeted Jorge Pacheco E. (@jpachecoe):  Si el mosquito del Zika hablara. https://t.co/GRaeOgY3g2... https://t.co/FRusBansIY
312,¿Vas a viajar a América? Conoce cómo prevenir el virus del Zika #zika #salud #virus #mosquito https://t.co/XSGlIqUTJK @saludand
313,Retweeted BBC Mundo (@bbcmundo):  8 cosas que puedes hacer para protegerte del virus zika https://t.co/HsFL1JRtCj https://t.co/SVYssjdw9t
314,"Si a mi mamá la hubiera picado el zancudo del zika cuando estaba en embarazo, yo no habría salido tan cabezón  #MoscaConLosMosquitos"
315,Usted violo a la niña sin brazos? Zika *era eugenio derbez* #Moscaconlosmosquitos
316,Salve a un abuelito de la picadura del Zika (sin saber que ese mosquito era Zika)  Habemos héroes sin capa  #MoscaConLosMosquitos
317,Retweeted BBC Mundo (@bbcmundo):  8 cosas que puedes hacer para protegerte del virus #zika... https://t.co/0zjU8cwfsa
318,Retweeted Dra. Silvia Mendoza (@MendozaSilvia):  8 cosas que puedes hacer para protegerte del virus zika... https://t.co/lGUMtTYST0
319,"Retweeted Luis Felipe Puente (@LUISFELIPE_P):  El virus #Zika es causado por picadura de un mosquito, del género... https://t.co/jqlX0Lovya"
320,Ya me picaron los mosquitos. ¿Y el zika?
321,"salí a tomar mates y me acribillaron los mosquitos! Hola dengue, Zika y chikungunya"
322,"Vamos a protegernos contra el Zika, usen ropa de manga larga a pesar del calor infernal que hay - Gobierno Federal-"
323,Retweeted Cruz Roja Colombiana (@cruzrojacol):  El Zika es el mismo mosquito que                      transmite... https://t.co/xKbW35kcS3
324,"Empeze a perseguir un mosquito diciendo ' te tengo que matar, podes tener el zica' y mi abuela grabando. Vamos bien"
325,"¡Alto a los mosquitos!, alto a la propagación de enfermedades #Zika #ZikaVirus https://t.co/17i16kN9nT"
326,follow  frederick_x5 Deteniendo el virus del Zika: el caso de los mosquitos mutantes: un creciente número de cie...  follow  frederick_x5
327,"Protege a tu familia de las enfermedades causadas por el mosquito del dengue, zika y chikungunya. https://t.co/mGwTIMmEz6"
328,"Ya me picó un mosquito, zika ya te siento."
329,"Retweeted Grandes Medios (@GrandesMedios):  Así es el mosquito ‘Aedes aegypti’, causante del zika, dengue y... https://t.co/j7eYZUmZRw"
330,Retweeted RT en Español (@ActualidadRT):  Virus del #Zika: ¿Es un mosquito modificado genéticamente el causante... https://t.co/2jCqzPq3ZV
331,Retweeted Act Panamericana (@actualidadpanam):  Mosquito del Zica se niega a picar a Alejandra Azcárate... https://t.co/8KRlHsHIvb
332,Retweeted RT en Español (@ActualidadRT):  Virus del #Zika: ¿Es un mosquito modificado genéticamente el causante... https://t.co/Rr3oLNYQDV
333,"Retweeted Grandes Medios (@GrandesMedios):  Así es el mosquito Aedes aegypti, causante del zika, dengue y... https://t.co/JT61H9AcVs"
334,Retweeted teleSUR TV (@teleSURtv):  El mosquito que transmite el #Zika es el mismo de la Chikungunya... https://t.co/di2ySKSPV8
335,"Ejemplo a seguir.   //  Encontrar al mosquito del zika, casa por casa https://t.co/yK126LC72y vía @el_pais"
336,Retweeted Infobae América (@InfobaeAmerica):  Un mosquito 'bueno' modificado genéticamente para frenar el zika... https://t.co/sMCUlLeEx5
337,Retweeted AlcarrizosDigital (@AlcarrizosDigit):  Crean “mosquito genético” para prevenir el #Zika…... https://t.co/17mQZV9bCz
338,Retweeted Globovisión (@globovision):  Costa Rica utiliza bacteria para atacar mosquito que trasmite el Zika... https://t.co/vyxSQA9KhU
339,"'Verlo a simple vista (mosquito del zika) es bastante difícil, más importante son las medidas de prevención' Francisco Zamora de @usach"
340,"Usted sabia que el mismo mosquito que transmite el Zika es el mismo del dengue ? Pues si, es el mismo"
341,"Ya me está costando creer q el zika,  sea producto de un mosquito..."
342,"Cuida a tu niño de la picada de un mosquito, ya que estos pueden contaminarlos de Zika, Malaria y/o Dengue.... https://t.co/ixZcbwSkEj"
343,Retweeted Noticias Telemundo (@TelemundoNews):  Detectan mosquito portador del virus Zika en 14 países... https://t.co/kYtQuo6lVu
344,Retweeted Salud Tigre (@SaludTigre):  No le hagas lugar al mosquito del #Dengue #zika o #Chikungunya. No dejes... https://t.co/2uS0wiJmi9
345,Retweeted Noticias Telemundo (@TelemundoNews):  Detectan mosquito portador del virus Zika en 14 países... https://t.co/aZgVCvnqgq
346,"Y me marche victoriosa! No me dio Dengue, Zika ni Chikungunya (o como se escriba) *A los mala sangre no le pican los mosquitos*"
347,"Retweeted Noticias 7 (@noticiasecuador):  Así es el mosquito 'Aedes aegypti', causante del #zika, el #dengue y la... https://t.co/cFC0CLefFN"
348,Retweeted SENAFRONT PANAMÁ (@senafrontpanama):  El virus Zika se propaga por medio de picadura del mosquito... https://t.co/WD9BKM6iL6
349,Retweeted teleSUR TV (@teleSURtv):  El mosquito que transmite el #Zika es el mismo de la Chikungunya... https://t.co/WVUmcq0ulG
350,hoy me picaron muchos mosquitos y bueno NO QUIERO MORIR DE ZIKA
351,"Retweeted Federico Cuello (@fcuello):  En Brasil usan mosquitos transgénicos para frenar el zika, el dengue y la... https://t.co/jUPNoYyAYW"
352,Ya me shupetioh un mosquito solo espero no me contagie el virus zika 😒
353,Retweeted SABÍAS UN DATO ™ (@sabiasundato_o):  Protégete del Virus ZIKA y DILE ADIOS a los MOSQUITOS con estos... https://t.co/OBbqKDGsWT
354,Retweeted teleSUR TV (@teleSURtv):  El mosquito que transmite el #Zika es el mismo de la Chikungunya... https://t.co/RWGwsGJW8M
355,Retweeted Diario La Prensa (@DiarioLaPrensa):  5 medidas que puedes tomar para protegerte del virus del zika -&gt;... https://t.co/o8AwdUdXrq
356,Infórmate a través de @SSalud_mx sobre los síntomas ante picadura de mosquito infectado por #Zika https://t.co/baPwemKhH3
357,Voy a contraer el dengue y el zica aca lpm lleno de mosquitos esta
358,¿Quien me dice que no crearon el zika?... #MiercolesDeGanarSeguidores  Crean mosquitos para combatir el paludismo https://t.co/n6UAZXtjB3
359,Retweeted CNN en Español (@CNNEE):  Deteniendo el virus del #Zika: el caso de los mosquitos mutantes... https://t.co/hYj2p6uS1p
360,Retweeted IFRC en español (@IFRC_es):  P: ¿Cómo protegerse de #Zika? R: Elimine el agua estancada en y alrededor... https://t.co/Qt1l5cFeHd
361,"Proteja a su familia de los mosquitos del zika ,dengue y chikungunya.  Instalamos cedazos fijos y corredizos para... https://t.co/odiUpyqdZg"
362,hoy me picaron 20 mosquitos yo creo que soy una victima del zica o el dengue ya
363,"Retweeted Carissa Etienne (@CarissaEtienne):  #Zika Recuerda, la prevención d las picaduras d mosquitos y la... https://t.co/RZyqnl4Kax"
364,"Retweeted ProtecciónCivilSEGOB (@PcSegob):  #Zika La basura de la calle, puede servir de criadero de mosquitos... https://t.co/0t1VHrJQXt"
365,Retweeted OPS/OMS (@opsoms):  #Zika #QueNoTePique el mosquito en la #SemanaSanta. Sigue nuestras recomendaciones... https://t.co/0NtIZrDmCG
366,Retweeted ANTV Venezuela (@antvvenezuela):  El mosquito que transmite el #Zika es el mismo de la Chikungunya y el... https://t.co/L8GK1JBWxO
367,"Retweeted Salud Ecuador (@Salud_Ec):  El #Zika se transmite por la picadura del mosquito Aedes Aegypti, que... https://t.co/feQZaqE625"
368,"Cuida a niñas y niños, adultos mayores y mujeres embarazadas de la picadura del mosquito #Zika #Dengue #Chikungunya https://t.co/j6lKfiPtat"
369,"Retweeted CNN en Español (@CNNEE):  Primero fue el #Zika, ahora el mismo mosquito propaga esta otra enfermedad en... https://t.co/Zk2e6a8fwL"
370,Retweeted DominicanosNYC (@DominicanosNYC):  En jornada contra mosquitos Salud Pública advierte zika circula “en... https://t.co/1paZhRrRgL
371,Que a mi ex suegra la pico el mosquito del zika...  Y se murió el mosquito :(
372,"Ya me picaron tantas veces los mosquitos que no me sorprendería que me diagnostiquen dengue, zika o chikungunya. 😩"
373,Protege a tus bebes y niños contra el mosquito que transmite el virus del Zika. Disponible en #QuePequeños... https://t.co/2j6e2aWjXT
374,"Ayude a controlar los mosquitos que transmiten los virus del dengue, chikungunya y Zika. Vía @CDCgov https://t.co/GSEFIa0gzX …"
375,Retweeted ONU Colombia (@onucolombia):  #Zika: #QueNoTePique el mosquito en esta #SemanaSanta. #CombateAedes... https://t.co/R0Zz8ZtSzv
376,"Retweeted OPS/OMS (@opsoms):  Chicos/as, ¡Si el mosquito no te pica, adiós #Zika! - Elmo y Raya de #PlazaSésamo.... https://t.co/U5wEEeQ6PG"
377,Yo me veo una pica de mosquito y ya rápido pienso que es el zika
378,Retweeted H Teófilo Dávila (@HTDMACHALA):  #Machala | Los mosquitos que transmiten el virus del #Zika también... https://t.co/5SxhcYmxWc
379,THELUSONAUTA a spot4US: CNN: AERIAL SPRAYING &amp; MILLIONS OF GMO MOSQUITOS IN FLORIDA TO FIGHT 'ZIKA'... | @scoopit https://t.co/VZpwV55t0j
380,"Retweeted Com Social Oaxaca (@ComunicaVillaca):  Evita enfermedades transmitidas por mosquitos, di no al #zika #chikungunya y #dengue"
381,Protege a tus bebes y niños contra el mosquito que transmite el virus del Zika. Disponible en #QuePequeños... https://t.co/XwiZDX2PWB
382,Regreso a clases... ¿con zika? - https://t.co/KGcwomRgO3 https://t.co/362APZmM17 #backtoschool #prevencion #zika #viruszika #mosquitos
383,Últimamente me han dado unas tremendas chingas los mosquitos. En una de esas me voy a contagiar de Zika  *léase 'Zika' con voz tenebrosa*
384,"Ayude a controlar los mosquitos que transmiten los virus del dengue, chikungunya y Zika. Vía @CDCgov https://t.co/GSEFIa0gzX"
385,Retweeted Diario Crítica (@CriticaPa):  OPS: Zika llegará a toda A.Latina y piden controlar mosquito... https://t.co/gqcVH4HB2r
386,Retweeted Primer Impacto (@PrimerImpacto):  El virus del Zika es transmitido por el mismo mosquito que transmite... https://t.co/wZQjOvKH3E
387,Convocan a limpieza masiva para eliminar criaderos de mosquitos. #zika - https://t.co/CCof5ZXmeF https://t.co/8gQMKEI9pN
388,Van a usar mosquitos genéticamente modificados para reducir su población y combatir el zika y dengue https://t.co/pKNgEZHdw5
389,"Estarías a favor de utilizar mosquitos modificados genéticamente para combatir zika, chikungunya y dengue en PR?"
390,"Estoy a dos picaduras de mosquito, a que me de Chikungunya, Zika o Dengue. Ya ni se sabe 😭."
391,"Retweeted OPS/OMS (@opsoms):  #Zika es un virus que trasmite el mosquito Aedes,el mismo que transmite dengue y... https://t.co/Ms37SQzW7t"
392,Retweeted MUY Interesante (@muyinteresante):  El virus #Zika nos ha puesto en alerta. ¿Cuántos tipos de mosquitos... https://t.co/u1xcH08Lqq
393,Todos a protegernos del #zika https://t.co/E5ysc1PMhk
394,Retweeted teleSUR TV (@teleSURtv):  El mosquito que transmite el #Zika es el mismo de la Chikungunya... https://t.co/whUJekh3kO
395,Estoy a una picadura de mosquito de contraer Zika y de parecer que me dio varicela a los 23. :(
396,Retweeted SALUD México (@SSalud_mx):  #JuegosOlímpicos Evita que te pique un mosquito con #zika: utiliza manga y... https://t.co/DQjLYWcejq
397,Retweeted Primer Impacto (@PrimerImpacto):  ¿Sabe dónde se encuentran los mosquitos que transmiten el zika en... https://t.co/ycZTIwN0v5
398,Retweeted OPS/OMS (@opsoms):  ¿Qué es #Zika? La fiebre del Zika es una enfermedad viral transmitida x mosquitos... https://t.co/tIgQhOQYMM
399,Llamado a protegerse del zika en Semana Santa https://t.co/nx1P84rZhd
400,"¿Vas a viajar en #SemanaSanta? ¿Cómo protegerte del #dengue, #zika y #chikungunya? https://t.co/g8QufeQn7T"
401,Entré a un almacén que estaba cubierto de humo porque la señora estaba quemando trapos para matar mosquitos ZIKA STOP IT LIKE FOR REAL STOP
402,"¡Alto a los mosquitos!, alto a la propagación de enfermedades  #ZikaVirus  https://t.co/2orLfY0VcC https://t.co/gLzZQgGEUv"
403,Retweeted UNICEF Colombia (@UNICEFColombia):  El virus del ZIKA se contagia por la picadura del mosquito Aedes.... https://t.co/hifJZzZ0n3
404,Retweeted UNICEF Colombia (@UNICEFColombia):  Estas medidas ayudan a mantener alejados mosquitos #ZIKA... https://t.co/5fv6u5ddCU
405,"Ya me picaron mosquitos, dengue, zika todo por ahi"
406,Voy a salir a la calle en CALZONES con azúcar untado por todo el cuerpo pa que me piquen los mosquitos ME DÉ ZIKA... https://t.co/o7Fh8K4RWV
407,"Voy a dormir en calzones y con la ventana abierta, por si se te ofrece  -yo hablando con el mosquito del zika a ver si me mata de una ves"
408,Gracias a las acciones lideradas por @claama01 prevenimos la propagación del #Zika en #Santander. ¡Frenamos las infecciones del mosquito!
409,Vamos a cuidarnos todas y todos del virus #Zika. Y enseñemos a nuestros hijos e hijas que si el mosquito no te... https://t.co/bGbi6SD6lx
410,"Llego a casa y me reciben las mascotas, primero la gata y luego los mosquitos. Zika ya te siento"
411,Previo a la descacharrización se entregaron folletos informativos para prevenir el mosquito del Zika.
412,Retweeted ProtecciónCivilSEGOB (@PcSegob):  Protégete del mosquito transmisor de #Dengue #Chikungunya y #Zika:... https://t.co/8nA4tByRyD
413,Retweeted Diario La Nación (@lanacionweb):  Crean método para combatir mosquito que transmite el Zika... https://t.co/kTRdipBGm0
414,Ya me picaron los mosquitos... 😱 espero no sea ZIKA 😱 #FelizSabado #SabadoDeGanarSeguidores
415,¡Atentos a los mosquitos! Combatamos la propagación de enfermedades #Zika https://t.co/VS8rfjIbnU https://t.co/5i2bKtuy05
416,Ve a qué países no debes viajar porque el virus Zika vuela por ahí en los mosquitos. https://t.co/WwHGw7UHdc https://t.co/AYB92sCQep
417,Retweeted teleSUR TV (@teleSURtv):  El mosquito que transmite el #Zika es el mismo de la Chikungunya... https://t.co/Gx3U4rUIN6
418,Retweeted EL PAÍS (@el_pais):  Unos mosquitos podrían salvarnos del virus zika https://t.co/AOvXcCISts  Ya han... https://t.co/5yXQALalxI
419,"Retweeted Federico Cuello (@fcuello):  En Brasil usan mosquitos transgénicos para frenar el zika, el dengue y la... https://t.co/3tsQTvNMHd"
420,"Protege a tu familia del dengue, chikungunya o zika fabricando esta sencilla y útil trampa para mosquitos: https://t.co/XEsVvc45Qy"
421,Retweeted Mauricio Jaramillo M (@MauricioJaramil):  EEUU liberará mosquitos transgénicos para erradicar el zika -... https://t.co/6NHhxdwF4U
422,Preocupa a cozumeleños que lluvias traigan a mosquitos transmisores del zika https://t.co/jyk4gakWwy
423,"Retweeted INSP México (@inspmx):  Dengue, Chikungunya y Zika son tres enfermedades transmitidas por mosquitos... https://t.co/lX8avYoxmJ"
424,Retweeted Marisol Guizado (@MariGuizado):  El virus Zika es un flavivirus transmitido por mosquitos estrechamente... https://t.co/Kp4qVgjY1N
425,Retweeted Ciencia y Tecnología (@_Ciencia_Tecno):  #Ciencia Mosquitos transgénicos para frenar el virus zika en... https://t.co/CPwoa2oSz3
426,Retweeted Juan Antonio Nemi Di (@antonionemi):  Mosquitos transgénicos para frenar el virus zika... https://t.co/pSWerJVkBp
427,Retweeted Gobierno de Mujeres (@GobiernoMujeres):  El virus del #zika se transmite por la picadura de mosquitos... https://t.co/325w1tLkRq
428,cuando me pica un mosquito siento que ya tengo zika
429,"E a zika???  Mosquito fodas  Tomato in orifícios corrugado, k tem odoríferas a las merdas."
430,Retweeted Protección Civil JAL (@PCJalisco):  #SabíasQue La misma especie de mosquito puede transmitir Zika... https://t.co/sFT5FAjBnZ
431,cuando me pica un mosquito flasheo el zika o dengue basta
432,"Ya me picó un mosquito. Dios me libre del zika, chikungunya, dengue y fiebre amarilla."
433,"¡Alto a los mosquitos!, alto a la propagación de enfermedades #Zika #ZikaVirus https://t.co/aDum0XFx7J"
434,"Retweeted IFRC en español (@IFRC_es):  Sin mosquito, no hay brote. #ZikaVirus https://t.co/ObvMrs7J2V https://t.co/wtgsmbDtom"
435,Voy a esperar a que un mosquito me contagie de ZIKA y ojalá muera mientras duermo… ☹️
436,"Retweeted SSalud Tabasco (@SSalud_Tab):  ¡Sin criaderos no hay mosquitos! ¡Lava, tapa, voltea y tira! #Zika... https://t.co/13txL29pyW"
437,"hoy me estaba duchando, aparece un mosquito grande, empezé a gritar porque pense que era un dengue o el zika hice tanto lio que tiré la *"
438,Vas a ser #Mamá en esta época de #Zika?  DEBES #PROTEGERTE de las picaduras de los #BICHOS… https://t.co/9vuuEKHMfB
439,"Chicos me picó un mosquito y no sé si fue un Zika un Dengue o uno normal, le iba a pedir el documento pero salió volando muy rápido"
440,Salve a fede de qr le pique un mosquito y se enojo onda lo salve del zika.
